ID	log2Exp	log2FC
ASHGA5P025558	4.817	2.455
ASHGA5P025559	3.353	1.873
ASHGA5P025560	4.385	3.01
ASHGA5P025561	3.643	1.727
ASHGA5P025562	4.056	3.318
ASHGA5P025563	4.55	3.866
ASHGA5P025564	3.939	3.059
ASHGA5P025565	2.92	1.007
ASHGA5P025566	4.052	3.311
ASHGA5P025567	4.489	3.68
ASHGA5P025568	4.974	3.833
ASHGA5P025569	4.185	3.573
ASHGA5P025571	3.44	-1.311
ASHGA5P025573	4.789	3.173
ASHGA5P025576	5.803	1.806
ASHGA5P025578	5.55	1.405
ASHGA5P025581	9.347	2.667
ASHGA5P025582	7.329	3.531
ASHGA5P025583	5.003	1.718
ASHGA5P025584	9.053	-1.205
ASHGA5P025585	3.481	2.158
ASHGA5P025586	7.015	3.548
ASHGA5P025587	8.199	1.758
ASHGA5P025588	8.439	0.805
ASHGA5P025589	7.663	2.335
ASHGA5P025591	8.586	-0.587
ASHGA5P025592	5.043	2.19
ASHGA5P025593	10.58	-0.589
ASHGA5P025594	10.274	-0.848
ASHGA5P025595	7.866	1.8
ASHGA5P025596	6.97	2.652
ASHGA5P025597	8.658	2.661
ASHGA5P025598	9.845	3.6
ASHGA5P025599	7.275	-2.004
ASHGA5P025601	6.771	1.911
ASHGA5P025602	9.043	0.999
ASHGA5P025603	7.604	0.688
ASHGA5P025604	5.673	3.993
ASHGA5P025605	7.284	1.44
ASHGA5P025607	10.503	-0.836
ASHGA5P025608	7.596	1.185
ASHGA5P025609	9.975	0.777
ASHGA5P025610	11.406	2.065
ASHGA5P025611	6.198	3.583
ASHGA5P025612	7.587	3.095
ASHGA5P025613	4.645	-1.49
ASHGA5P025614	10.79	1.022
ASHGA5P025616	6.82	2.753
ASHGA5P025618	7.199	4.56
ASHGA5P025619	9.059	-1.605
ASHGA5P025620	7.071	2.123
ASHGA5P025622	12.948	1.792
ASHGA5P025623	6.133	0.852
ASHGA5P025625	9.497	0.442
ASHGA5P025626	2.947	0.999
ASHGA5P025628	10.178	1.794
ASHGA5P025631	8.794	1.013
ASHGA5P025632	8.587	1.268
ASHGA5P025633	10.351	1.775
ASHGA5P025635	10.37	3.033
ASHGA5P025636	8.679	1.703
ASHGA5P025637	8.036	-1.422
ASHGA5P025641	3.062	-1
ASHGA5P025644	5.597	2.703
ASHGA5P025645	5.112	0.679
ASHGA5P025646	12.956	1.921
ASHGA5P025647	12.552	1.802
ASHGA5P025648	12.944	1.627
ASHGA5P025650	12.781	1.71
ASHGA5P025651	12.335	1.996
ASHGA5P025652	11.933	1.933
ASHGA5P025654	13.031	1.59
ASHGA5P025655	12.004	1.639
ASHGA5P025656	7.537	2.175
ASHGA5P025659	5.919	1.649
ASHGA5P025660	10.179	1.353
ASHGA5P025662	10.361	1.518
ASHGA5P025663	8.989	2.896
ASHGA5P025664	6.87	0.884
ASHGA5P025666	7.739	2.4
ASHGA5P025667	3.021	1.134
ASHGA5P025668	6.129	0.528
ASHGA5P025669	7.605	0.503
ASHGA5P025670	6.857	-1.756
ASHGA5P025672	6.482	1.592
ASHGA5P025673	6.139	-4.195
ASHGA5P025674	4.964	0.493
ASHGA5P025675	6.088	0.971
ASHGA5P025677	3.218	-1.316
ASHGA5P025678	5.73	-5.775
ASHGA5P025679	4.517	-0.688
ASHGA5P025681	7.996	1.289
ASHGA5P025683	7.46	1.05
ASHGA5P025685	3.482	-1.862
ASHGA5P025688	5.436	3.022
ASHGA5P025689	14.77	2.417
ASHGA5P025690	9.302	2.791
ASHGA5P025691	9.111	2.866
ASHGA5P025692	8.877	1.068
ASHGA5P025694	6.201	3.294
ASHGA5P025695	6.746	2.512
ASHGA5P025697	6.296	-1.181
ASHGA5P025699	8.14	0.791
ASHGA5P025700	7.953	0.504
ASHGA5P025703	7.657	-0.463
ASHGA5P025705	8.3	-2.282
ASHGA5P025707	6.801	1.636
ASHGA5P025709	8.583	-1.313
ASHGA5P025710	7.162	-1.928
ASHGA5P025711	4.036	-2.009
ASHGA5P025712	6.622	0.92
ASHGA5P025713	5.363	-1.898
ASHGA5P025714	10.642	-0.529
ASHGA5P025715	5.058	-3.519
ASHGA5P025717	6.827	-0.768
ASHGA5P025718	5.237	-2.96
ASHGA5P025719	3.108	-1.113
ASHGA5P025721	8.643	1.685
ASHGA5P025722	6.68	0.886
ASHGA5P025723	9.697	-2.021
ASHGA5P025724	6.079	0.472
ASHGA5P025725	3.778	1.586
ASHGA5P025727	10.068	-1.978
ASHGA5P025729	10.686	0.747
ASHGA5P025731	7.709	-2.03
ASHGA5P025733	7.496	1.102
ASHGA5P025734	7.229	3.263
ASHGA5P025735	6.895	1.633
ASHGA5P025736	8.433	-0.732
ASHGA5P025737	6.773	-1.381
ASHGA5P025738	8.424	-1.29
ASHGA5P025739	7.577	-2.832
ASHGA5P025740	13.136	0.754
ASHGA5P025741	4.779	-2.792
ASHGA5P025742	8.581	-0.649
ASHGA5P025743	9.754	-1.133
ASHGA5P025744	10.37	-0.642
ASHGA5P025745	9.511	-0.578
ASHGA5P025746	4.001	0.463
ASHGA5P025747	10.91	-0.543
ASHGA5P025748	3.482	-1.453
ASHGA5P025750	9.17	1.208
ASHGA5P025752	3.137	-0.724
ASHGA5P025756	7.322	-1.753
ASHGA5P025757	5.21	-5.306
ASHGA5P025759	5.729	-2.907
ASHGA5P025763	3.223	1.653
ASHGA5P025764	5.848	0.83
ASHGA5P025765	10.925	4.083
ASHGA5P025766	14.05	3.494
ASHGA5P025769	11.131	1.869
ASHGA5P025770	8.058	0.483
ASHGA5P025774	9.916	0.789
ASHGA5P025777	8.789	1.949
ASHGA5P025778	8.251	0.853
ASHGA5P025780	6.552	2.238
ASHGA5P025782	4.74	2.571
ASHGA5P025783	7.857	-3.784
ASHGA5P025784	12.12	-0.437
ASHGA5P025786	10.283	1.326
ASHGA5P025787	5.021	-0.552
ASHGA5P025788	5.959	-0.333
ASHGA5P025792	9.595	3.172
ASHGA5P025795	4.569	-2.279
ASHGA5P025796	12.019	0.904
ASHGA5P025797	7.487	0.547
ASHGA5P025798	7.607	-3.176
ASHGA5P025800	9.977	-1.148
ASHGA5P025801	3.015	1.067
ASHGA5P025802	5.411	2.45
ASHGA5P025803	11.131	-0.638
ASHGA5P025804	12.37	0.536
ASHGA5P025805	4.512	1.839
ASHGA5P025806	4.008	2.111
ASHGA5P025807	4.031	3.269
ASHGA5P025808	7.101	1.77
ASHGA5P025809	3.307	1.664
ASHGA5P025810	6.494	2.952
ASHGA5P025811	7.103	2.189
ASHGA5P025812	4.276	-1.617
ASHGA5P025816	3.427	-0.914
ASHGA5P025821	3.071	1.298
ASHGA5P025822	8.559	-1.91
ASHGA5P025824	9.544	0.679
ASHGA5P025826	4.295	-1.722
ASHGA5P025827	6.761	-0.848
ASHGA5P025829	3.652	1.394
ASHGA5P025830	8.426	-2.764
ASHGA5P025832	13.124	0.876
ASHGA5P025835	5.434	0.572
ASHGA5P025836	7.176	0.411
ASHGA5P025839	10.704	-2.289
ASHGA5P025840	6.949	-0.886
ASHGA5P025841	10.922	0.89
ASHGA5P025843	6.626	2.138
ASHGA5P025844	4.034	1.688
ASHGA5P025847	4.535	-1.583
ASHGA5P025848	2.827	0.845
ASHGA5P025849	5.737	-1.089
ASHGA5P025851	5.166	2.504
ASHGA5P025853	5.522	0.508
ASHGA5P025856	2.754	0.708
ASHGA5P025857	5.254	2.062
ASHGA5P025858	5.438	1.135
ASHGA5P025859	7.682	1.365
ASHGA5P025860	4.555	-1.302
ASHGA5P025862	4.603	2.326
ASHGA5P025863	10.348	0.502
ASHGA5P025864	6.467	-0.843
ASHGA5P025866	11.032	1.253
ASHGA5P025867	12.214	0.469
ASHGA5P025868	9.823	-0.998
ASHGA5P025869	7.752	-1.803
ASHGA5P025870	8.041	1.453
ASHGA5P025871	8.793	1.658
ASHGA5P025873	4.42	-2.589
ASHGA5P025874	8.221	0.998
ASHGA5P025875	10.765	1.297
ASHGA5P025876	5.224	1.958
ASHGA5P025882	10.837	0.875
ASHGA5P025884	6.291	-2.717
ASHGA5P025885	3.159	1.346
ASHGA5P025886	11.519	1.129
ASHGA5P025887	4.462	-2.305
ASHGA5P025888	7.971	-1.658
ASHGA5P025890	3.396	-0.87
ASHGA5P025891	10.469	3.437
ASHGA5P025893	11.857	-0.63
ASHGA5P025894	8.336	1.406
ASHGA5P025895	8.366	-1.543
ASHGA5P025897	14.452	0.5
ASHGA5P025901	7.901	0.968
ASHGA5P025905	4.776	1.039
ASHGA5P025906	6.696	-1.08
ASHGA5P025907	10.027	-1.761
ASHGA5P025910	5.225	-2.58
ASHGA5P025912	3.119	-0.548
ASHGA5P025913	4.694	0.802
ASHGA5P025917	11.392	-0.724
ASHGA5P025918	8.588	0.928
ASHGA5P025919	4.415	0.886
ASHGA5P025920	9.752	2.13
ASHGA5P025921	5.824	0.666
ASHGA5P025924	5.605	1.292
ASHGA5P025926	8.851	-0.487
ASHGA5P025928	5.589	1.112
ASHGA5P025933	10.433	1.265
ASHGA5P025934	4.098	-1.324
ASHGA5P025935	3.298	1.25
ASHGA5P025936	4.952	2.359
ASHGA5P025940	5.751	2.861
ASHGA5P025941	4.141	1.57
ASHGA5P025942	5.708	0.97
ASHGA5P025944	5.199	1.436
ASHGA5P025945	5.325	0.786
ASHGA5P025946	7.926	-1.101
ASHGA5P025947	9.881	1.164
ASHGA5P025949	7.921	0.721
ASHGA5P025952	6.842	-1.965
ASHGA5P025953	3.748	2.394
ASHGA5P025954	2.672	0.551
ASHGA5P025955	4.52	-0.919
ASHGA5P025957	2.664	0.527
ASHGA5P025958	7.814	0.985
ASHGA5P025963	3.077	1.351
ASHGA5P025964	6.277	-4.409
ASHGA5P025965	7.258	0.389
ASHGA5P025967	3.166	-0.59
ASHGA5P025968	4.168	-1.457
ASHGA5P025972	5.39	2.163
ASHGA5P025975	3.061	1.241
ASHGA5P025976	4.27	-1.985
ASHGA5P025977	3.094	1.383
ASHGA5P025978	2.73	0.642
ASHGA5P025979	5.721	0.791
ASHGA5P025980	7.308	0.578
ASHGA5P025981	6.196	-1.983
ASHGA5P025982	8.465	-2.425
ASHGA5P025983	8.358	-1.91
ASHGA5P025984	7.285	1.416
ASHGA5P025985	3.071	-1.039
ASHGA5P025986	6.239	-1.027
ASHGA5P025988	5.603	-0.955
ASHGA5P025990	9.398	-1.207
ASHGA5P025993	8.236	-1.463
ASHGA5P025994	15.397	0.627
ASHGA5P025995	7.547	-4.171
ASHGA5P025997	4.749	0.657
ASHGA5P025998	7.394	-1.866
ASHGA5P026000	6.611	-2.076
ASHGA5P026003	10.697	-1.429
ASHGA5P026004	4.245	1.01
ASHGA5P026005	10.657	-0.415
ASHGA5P026006	10.572	-2.223
ASHGA5P026007	7.014	-1.525
ASHGA5P026011	7.434	1.549
ASHGA5P026012	11.116	0.65
ASHGA5P026013	10.595	4.134
ASHGA5P026014	8.669	-1.777
ASHGA5P026015	7.349	1.538
ASHGA5P026016	5.035	0.834
ASHGA5P026019	7.964	0.842
ASHGA5P026020	8.181	0.948
ASHGA5P026023	5.08	-1.293
ASHGA5P026024	10.08	-2.456
ASHGA5P026025	4.807	0.869
ASHGA5P026026	5.432	0.633
ASHGA5P026028	7.169	-0.632
ASHGA5P026029	2.922	0.96
ASHGA5P026030	9.036	-0.573
ASHGA5P026034	8.526	-1.952
ASHGA5P026035	7.7	2.431
ASHGA5P026038	7.634	1.856
ASHGA5P026041	4.57	-2.478
ASHGA5P026043	4.665	1.775
ASHGA5P026044	5.33	1.35
ASHGA5P026047	13.869	-0.974
ASHGA5P026048	7.842	1.993
ASHGA5P026050	3.007	1.221
ASHGA5P026055	6.135	0.988
ASHGA5P026057	8.49	-2.417
ASHGA5P026060	2.686	0.578
ASHGA5P026061	3.073	1.342
ASHGA5P026064	7.631	-1.827
ASHGA5P026065	9.074	0.587
ASHGA5P026070	6.893	0.434
ASHGA5P026071	7.624	0.656
ASHGA5P026072	9.504	0.88
ASHGA5P026073	3.556	1.49
ASHGA5P026075	6.037	1.285
ASHGA5P026076	3.605	0.726
ASHGA5P026080	2.654	0.488
ASHGA5P026083	12.8	-0.556
ASHGA5P026085	7.217	-0.699
ASHGA5P026088	10.446	1.68
ASHGA5P026089	8.55	1.049
ASHGA5P026091	5.892	1.44
ASHGA5P026094	6.969	1.989
ASHGA5P026095	6.25	0.88
ASHGA5P026096	7.536	-0.627
ASHGA5P026097	4.346	1.462
ASHGA5P026099	7.503	0.72
ASHGA5P026100	11.761	1.881
ASHGA5P026101	3.141	1.098
ASHGA5P026104	3.605	-2.062
ASHGA5P026105	6.5	0.795
ASHGA5P026106	10.079	0.482
ASHGA5P026109	10.673	1.171
ASHGA5P026112	6.244	2.279
ASHGA5P026113	5.572	0.95
ASHGA5P026118	7.648	1.121
ASHGA5P026129	7.995	0.516
ASHGA5P026133	7.582	0.606
ASHGA5P026136	4.537	-1.958
ASHGA5P026138	6.85	1.063
ASHGA5P026141	2.732	0.66
ASHGA5P026143	8.303	0.97
ASHGA5P026144	7.223	3.701
ASHGA5P026145	2.836	0.659
ASHGA5P026150	3.263	-1.36
ASHGA5P026151	2.879	-0.654
ASHGA5P026153	7.478	0.957
ASHGA5P026156	8.194	0.714
ASHGA5P026159	3.432	-1.747
ASHGA5P026164	6.156	1.871
ASHGA5P026166	2.9	1.007
ASHGA5P026167	3.373	1.783
ASHGA5P026168	7.712	0.526
ASHGA5P026169	8.452	1.099
ASHGA5P026172	4.926	-0.503
ASHGA5P026173	5.743	1.245
ASHGA5P026174	7.571	0.908
ASHGA5P026177	6.441	0.73
ASHGA5P026179	7.549	-0.707
ASHGA5P026180	7.936	0.462
ASHGA5P026184	2.756	0.539
ASHGA5P026186	7.175	2.362
ASHGA5P026188	9.167	1.041
ASHGA5P026190	11.907	-0.599
ASHGA5P026192	6.903	-1.654
ASHGA5P026195	8.278	0.778
ASHGA5P026200	6.82	0.589
ASHGA5P026201	7.965	-1.556
ASHGA5P026202	8.893	0.845
ASHGA5P026203	8.506	0.431
ASHGA5P026204	5.385	-3.084
ASHGA5P026208	9.856	3.649
ASHGA5P026210	8.918	3.821
ASHGA5P026211	4.934	-0.823
ASHGA5P026212	9.596	0.982
ASHGA5P026214	3.568	-1.32
ASHGA5P026217	9.747	-0.439
ASHGA5P026219	9.805	1.39
ASHGA5P026220	5.614	-0.596
ASHGA5P026221	8.591	-0.529
ASHGA5P026222	3.326	-0.915
ASHGA5P026223	12.862	0.9
ASHGA5P026224	3.438	2.074
ASHGA5P026225	5.831	1.394
ASHGA5P026226	8.07	-1.641
ASHGA5P026227	7.062	0.587
ASHGA5P026231	9.044	-2.562
ASHGA5P026232	5.133	0.652
ASHGA5P026233	7.956	-0.683
ASHGA5P026235	2.994	1.195
ASHGA5P026237	13.789	2.973
ASHGA5P026239	4.218	-1.258
ASHGA5P026240	9.019	1.224
ASHGA5P026242	10.043	0.363
ASHGA5P026243	2.758	0.58
ASHGA5P026244	2.817	0.835
ASHGA5P026247	8.675	1.376
ASHGA5P026249	5.625	0.802
ASHGA5P026250	2.972	1.15
ASHGA5P026252	6.033	-0.545
ASHGA5P026254	3.062	1.318
ASHGA5P026258	2.74	0.687
ASHGA5P026260	5.898	0.522
ASHGA5P026264	7.827	1.473
ASHGA5P026266	3.077	0.978
ASHGA5P026267	6.553	0.504
ASHGA5P026268	5.471	1.521
ASHGA5P026271	4.803	2.353
ASHGA5P026272	5.475	1.045
ASHGA5P026273	8.125	3.344
ASHGA5P026274	6.378	2.2
ASHGA5P026275	7.996	-1.672
ASHGA5P026277	3.105	1.244
ASHGA5P026278	2.887	0.981
ASHGA5P026280	5.792	3.858
ASHGA5P026281	13.095	-0.347
ASHGA5P026282	2.874	0.951
ASHGA5P026286	5.149	1.961
ASHGA5P026287	6.958	8.321
ASHGA5P026289	6.469	1.188
ASHGA5P026290	4.763	1.266
ASHGA5P026291	4.832	-0.837
ASHGA5P026294	12.095	-0.614
ASHGA5P026296	6.964	1.89
ASHGA5P026297	3.682	-1.122
ASHGA5P026299	4.534	1.503
ASHGA5P026301	9.06	0.981
ASHGA5P026302	5.184	0.444
ASHGA5P026306	9.02	-1.742
ASHGA5P026307	4.021	-2.941
ASHGA5P026308	7.989	1.022
ASHGA5P026311	6.652	1.222
ASHGA5P026312	8.121	1.168
ASHGA5P026317	2.824	0.593
ASHGA5P026318	4.739	0.973
ASHGA5P026319	6.555	0.708
ASHGA5P026321	7.115	1.857
ASHGA5P026323	2.845	0.664
ASHGA5P026324	4.53	1.904
ASHGA5P026325	3.287	-0.863
ASHGA5P026326	4.331	2.168
ASHGA5P026328	8.781	0.701
ASHGA5P026331	6.909	0.828
ASHGA5P026332	10.601	-0.456
ASHGA5P026333	5.541	0.788
ASHGA5P026339	9.013	-0.749
ASHGA5P026341	5.698	0.833
ASHGA5P026346	5.957	1.095
ASHGA5P026348	7.06	0.626
ASHGA5P026351	3.353	1.74
ASHGA5P026352	6.095	-0.709
ASHGA5P026353	2.881	0.726
ASHGA5P026355	3.442	-1.056
ASHGA5P026356	2.678	0.416
ASHGA5P026357	5.607	0.785
ASHGA5P026360	5.882	0.753
ASHGA5P026362	4.923	2.226
ASHGA5P026364	5.796	-0.785
ASHGA5P026366	6.885	1.017
ASHGA5P026368	11.354	0.801
ASHGA5P026374	2.634	0.475
ASHGA5P026375	3.75	2.151
ASHGA5P026376	3.04	1.057
ASHGA5P026378	5.708	1.504
ASHGA5P026379	2.861	0.917
ASHGA5P026380	4.815	1.014
ASHGA5P026381	7.514	-0.759
ASHGA5P026382	5.087	1.083
ASHGA5P026385	6.781	1.398
ASHGA5P026386	2.789	0.694
ASHGA5P026389	3.119	1.391
ASHGA5P026395	2.912	0.894
ASHGA5P026396	3.065	-0.615
ASHGA5P026401	3.192	-0.631
ASHGA5P026402	2.864	-0.622
ASHGA5P026403	3.157	-1.207
ASHGA5P026405	8.294	2.631
ASHGA5P026410	8.533	0.567
ASHGA5P026413	2.858	0.922
ASHGA5P026414	2.689	0.558
ASHGA5P026418	9.534	-0.977
ASHGA5P026421	9.982	1.249
ASHGA5P026423	9.145	1.241
ASHGA5P026424	2.979	1.118
ASHGA5P026428	5.791	1.149
ASHGA5P026431	9.011	-0.504
ASHGA5P026432	3.107	-1.075
ASHGA5P026433	11.992	2.342
ASHGA5P026435	8.463	0.349
ASHGA5P026438	6.646	0.902
ASHGA5P026440	4.752	-2.248
ASHGA5P026442	3.638	-1.443
ASHGA5P026444	3.164	1.478
ASHGA5P026445	7.38	1.18
ASHGA5P026449	6.804	3.294
ASHGA5P026450	8.192	1.199
ASHGA5P026451	7.347	0.756
ASHGA5P026455	7.933	-3.03
ASHGA5P026457	6.941	0.711
ASHGA5P026461	9.997	3.778
ASHGA5P026462	7.148	-1.779
ASHGA5P026463	5.363	1.17
ASHGA5P026464	2.952	-0.8
ASHGA5P026468	5.646	5.623
ASHGA5P026469	11.425	7.661
ASHGA5P026470	13.114	0.631
ASHGA5P026471	5.47	1.996
ASHGA5P026472	4.856	0.595
ASHGA5P026473	9.52	-0.946
ASHGA5P026474	3.218	-0.447
ASHGA5P026477	9.343	-0.387
ASHGA5P026479	7.104	0.594
ASHGA5P026480	8.487	1.985
ASHGA5P026483	6.049	1.076
ASHGA5P026484	12.301	-1.309
ASHGA5P026487	7.05	3.102
ASHGA5P026489	8.717	4.955
ASHGA5P026490	3.094	-0.956
ASHGA5P026495	3.033	1.244
ASHGA5P026496	2.689	0.585
ASHGA5P026498	5.155	-0.853
ASHGA5P026500	6.244	-3.067
ASHGA5P026501	3.618	-2.133
ASHGA5P026503	16.568	-1.942
ASHGA5P026504	7.535	1.088
ASHGA5P026507	6.978	1.074
ASHGA5P026508	8.45	0.929
ASHGA5P026509	3.324	-0.895
ASHGA5P026512	4.184	-3.262
ASHGA5P026514	5.308	-2.876
ASHGA5P026516	14.1	-2.035
ASHGA5P026519	5.065	4.264
ASHGA5P026520	2.918	1.042
ASHGA5P026523	5.004	4.829
ASHGA5P026525	4.573	0.606
ASHGA5P026526	13.53	1.542
ASHGA5P026527	4.88	1.795
ASHGA5P026528	9.223	0.681
ASHGA5P026530	10.359	-2.756
ASHGA5P026532	6.917	1.909
ASHGA5P026537	7.414	1.527
ASHGA5P026541	9.922	1.278
ASHGA5P026542	7.052	0.808
ASHGA5P026544	7.366	2.121
ASHGA5P026545	6.373	1.904
ASHGA5P026547	9.155	-0.865
ASHGA5P026548	3.188	-1.259
ASHGA5P026549	4.97	1.808
ASHGA5P026550	4.237	2.056
ASHGA5P026551	6.852	1.658
ASHGA5P026552	7.091	-1.615
ASHGA5P026553	5.511	1.194
ASHGA5P026556	5.681	1.144
ASHGA5P026557	5.538	0.938
ASHGA5P026558	2.973	1.153
ASHGA5P026559	3.41	-1.715
ASHGA5P026560	5.54	2.268
ASHGA5P026562	6.008	1.66
ASHGA5P026565	8.606	1.266
ASHGA5P026566	12.529	2.61
ASHGA5P026572	6.618	-1.327
ASHGA5P026576	5.264	5.473
ASHGA5P026577	7.273	-0.706
ASHGA5P026578	3.165	-1.212
ASHGA5P026579	7.195	2.009
ASHGA5P026581	11.595	-0.685
ASHGA5P026582	6.064	1.481
ASHGA5P026585	6.405	-4.249
ASHGA5P026586	6.498	0.673
ASHGA5P026587	6.487	1.289
ASHGA5P026589	6.612	1.155
ASHGA5P026591	2.834	0.875
ASHGA5P026592	2.638	0.458
ASHGA5P026593	9.176	1.287
ASHGA5P026594	3.756	1.753
ASHGA5P026595	9.3	0.658
ASHGA5P026597	5.902	-0.53
ASHGA5P026598	6.208	-0.864
ASHGA5P026599	6.004	0.473
ASHGA5P026600	6.884	1.677
ASHGA5P026601	3.931	-1.726
ASHGA5P026602	7.142	0.598
ASHGA5P026603	6.009	1.676
ASHGA5P026605	8.398	0.963
ASHGA5P026606	7.187	0.451
ASHGA5P026607	4.062	1.254
ASHGA5P026608	5.883	-1.117
ASHGA5P026609	11.014	7.816
ASHGA5P026610	4.562	4.122
ASHGA5P026615	9.406	1.559
ASHGA5P026616	4.262	3.134
ASHGA5P026617	3.188	-1.271
ASHGA5P026618	4.671	1.08
ASHGA5P026619	3.068	-1.035
ASHGA5P026620	3.267	-1.114
ASHGA5P026622	4.534	2.599
ASHGA5P026623	8.962	0.684
ASHGA5P026626	12.505	-3.287
ASHGA5P026629	5.466	1.218
ASHGA5P026630	8.005	0.463
ASHGA5P026631	8.296	1.125
ASHGA5P026634	5.062	-2.749
ASHGA5P026635	5.822	3.31
ASHGA5P026638	5.199	-5.205
ASHGA5P026639	2.777	0.747
ASHGA5P026642	10.813	1.026
ASHGA5P026645	3.411	1.651
ASHGA5P026646	6.238	1.403
ASHGA5P026647	8.982	0.332
ASHGA5P026649	6.502	-0.753
ASHGA5P026651	11.015	1.098
ASHGA5P026652	3.941	-1.759
ASHGA5P026653	13.346	-0.626
ASHGA5P026654	4.512	2.867
ASHGA5P026657	5.855	0.561
ASHGA5P026658	9.593	3.368
ASHGA5P026659	5.435	-2.914
ASHGA5P026660	7.881	-0.747
ASHGA5P026663	9.044	1.346
ASHGA5P026664	5.98	2.962
ASHGA5P026668	4.672	1.613
ASHGA5P026672	3.149	1.082
ASHGA5P026673	4.096	-1.033
ASHGA5P026674	3.855	-0.927
ASHGA5P026676	6.741	0.382
ASHGA5P026679	5.373	1.615
ASHGA5P026680	2.794	0.795
ASHGA5P026681	3.854	-1.789
ASHGA5P026682	7.406	0.588
ASHGA5P026684	9.149	-0.435
ASHGA5P026685	8.601	-1.05
ASHGA5P026686	5.531	0.761
ASHGA5P026688	7.917	2
ASHGA5P026693	3.094	1.026
ASHGA5P026694	5.81	-4.835
ASHGA5P026696	4.574	0.909
ASHGA5P026697	6.295	2.868
ASHGA5P026698	4.724	-1.602
ASHGA5P026700	7.843	1.902
ASHGA5P026701	4.22	-1.846
ASHGA5P026702	4.337	-0.641
ASHGA5P026703	14.183	3.596
ASHGA5P026704	2.858	0.864
ASHGA5P026705	4.768	1.142
ASHGA5P026708	6.471	1.208
ASHGA5P026710	8.581	1.437
ASHGA5P026711	4.429	1.63
ASHGA5P026712	11.102	2.713
ASHGA5P026714	8.537	-0.771
ASHGA5P026715	13.947	-0.831
ASHGA5P026718	5.675	3.156
ASHGA5P026720	4.441	-3.225
ASHGA5P026721	6.63	-4.162
ASHGA5P026725	3.061	1.317
ASHGA5P026727	4.591	-4.078
ASHGA5P026729	7.71	1.94
ASHGA5P026731	5.382	0.964
ASHGA5P026733	7.681	2.931
ASHGA5P026736	10.026	0.848
ASHGA5P026738	7.45	1.526
ASHGA5P026739	12.738	-2.098
ASHGA5P026740	15.767	-1.482
ASHGA5P026741	10.009	0.362
ASHGA5P026743	3.037	1.267
ASHGA5P026744	11.064	0.972
ASHGA5P026745	7.649	1.793
ASHGA5P026748	7.023	1.766
ASHGA5P026749	9.439	2.771
ASHGA5P026750	10.313	0.833
ASHGA5P026751	9.055	2.029
ASHGA5P026753	7.335	2.022
ASHGA5P026754	7.165	0.658
ASHGA5P026756	4.129	-1.447
ASHGA5P026758	8.455	1.214
ASHGA5P026759	3.104	1.377
ASHGA5P026761	3.134	1.255
ASHGA5P026762	8.603	-0.427
ASHGA5P026763	4.082	-1.842
ASHGA5P026764	4.151	-1.868
ASHGA5P026765	9.74	0.993
ASHGA5P026766	7.387	-2.475
ASHGA5P026767	7.158	1.012
ASHGA5P026768	8.562	-0.596
ASHGA5P026770	5.906	-1.052
ASHGA5P026771	6.878	1.006
ASHGA5P026772	5.597	1.158
ASHGA5P026774	4.529	2.921
ASHGA5P026776	4.531	-1.825
ASHGA5P026777	3.339	-1.065
ASHGA5P026779	7.606	1.573
ASHGA5P026780	2.935	1.068
ASHGA5P026782	5.797	1.441
ASHGA5P026785	3.058	-1.006
ASHGA5P026789	4.461	-2.259
ASHGA5P026790	2.894	0.994
ASHGA5P026794	5.104	1.454
ASHGA5P026801	2.844	0.833
ASHGA5P026803	5.073	1.528
ASHGA5P026808	6.064	1.347
ASHGA5P026811	4.53	-0.975
ASHGA5P026816	7.428	0.947
ASHGA5P026818	8.623	-0.653
ASHGA5P026821	8.806	0.985
ASHGA5P026822	5.911	1.125
ASHGA5P026823	7.552	1.871
ASHGA5P026825	11.316	-1.08
ASHGA5P026827	7.484	-2.195
ASHGA5P026829	6.265	-0.812
ASHGA5P026831	4.399	-2.647
ASHGA5P026834	6.586	0.452
ASHGA5P026838	10.109	0.341
ASHGA5P026840	6.028	0.91
ASHGA5P026846	8.928	-1.748
ASHGA5P026849	4.927	0.621
ASHGA5P026850	11.836	-0.945
ASHGA5P026851	6.192	2.912
ASHGA5P026852	4.728	1.806
ASHGA5P026853	5.583	0.611
ASHGA5P026854	4.874	-3.326
ASHGA5P026855	2.734	0.663
ASHGA5P026856	5.58	-1.755
ASHGA5P026859	2.931	0.801
ASHGA5P026861	5.122	2.209
ASHGA5P026862	7.78	-1.442
ASHGA5P026865	7.046	1.078
ASHGA5P026866	3.151	-0.683
ASHGA5P026867	3.056	1.308
ASHGA5P026868	7.681	0.618
ASHGA5P026869	8.079	0.56
ASHGA5P026871	2.91	1.027
ASHGA5P026872	6.101	1.102
ASHGA5P026878	6.917	0.519
ASHGA5P026880	3.173	1.162
ASHGA5P026882	4.77	1.204
ASHGA5P026883	5.783	0.749
ASHGA5P026885	3.132	1.226
ASHGA5P026886	5.483	2.055
ASHGA5P026887	5.513	-2.011
ASHGA5P026889	11.412	-0.433
ASHGA5P026891	10.719	-0.897
ASHGA5P026893	3.508	-0.927
ASHGA5P026895	4.669	-1.481
ASHGA5P026897	5.392	1.621
ASHGA5P026898	2.854	0.572
ASHGA5P026905	3.284	-1.467
ASHGA5P026906	7.295	0.416
ASHGA5P026907	8.559	0.81
ASHGA5P026908	5.84	-0.659
