ID	log2Exp	log2FC
ASHGA5P006258	3.285	1.114
ASHGA5P006259	7.078	-1.237
ASHGA5P006260	9.071	-0.581
ASHGA5P006261	3.811	-0.887
ASHGA5P006266	6.677	1.77
ASHGA5P006269	12.409	1.556
ASHGA5P006270	10.698	-0.916
ASHGA5P006271	7.986	1.243
ASHGA5P006272	8.57	2.174
ASHGA5P006273	4.47	-3.838
ASHGA5P006274	3.436	1.298
ASHGA5P006275	4.657	-3.134
ASHGA5P006276	9.958	-2.644
ASHGA5P006280	4.327	-1.3
ASHGA5P006281	4.569	-2.537
ASHGA5P006282	5.699	-4.659
ASHGA5P006283	10.206	-4.396
ASHGA5P006284	7.579	-4.666
ASHGA5P006285	7.289	1.967
ASHGA5P006286	9.43	-1.831
ASHGA5P006287	3.699	-1.347
ASHGA5P006289	9.357	-0.709
ASHGA5P006290	12.811	1.117
ASHGA5P006292	11.772	-0.839
ASHGA5P006293	7.869	-1.003
ASHGA5P006294	6.591	-2.477
ASHGA5P006297	7.821	-3.456
ASHGA5P006298	4.46	3.748
ASHGA5P006300	8.824	-0.535
ASHGA5P006301	4.877	-2.839
ASHGA5P006303	10.444	1.565
ASHGA5P006307	9.744	0.829
ASHGA5P006308	6.864	1.964
ASHGA5P006310	8.138	-1.54
ASHGA5P006311	2.904	1.014
ASHGA5P006312	9.086	-2.275
ASHGA5P006313	5.827	2.66
ASHGA5P006314	7.315	1.225
ASHGA5P006316	9.826	1.074
ASHGA5P006318	6.072	-1.853
ASHGA5P006319	5.84	1.428
ASHGA5P006320	3.619	2.435
ASHGA5P006321	11.867	2.216
ASHGA5P006323	2.998	-0.891
ASHGA5P006327	6.803	-1.965
ASHGA5P006329	3.874	-1.126
ASHGA5P006331	8.264	1.413
ASHGA5P006333	10.014	1.137
ASHGA5P006335	8.955	-2.929
ASHGA5P006339	11.151	-2.224
ASHGA5P006340	6.146	1.374
ASHGA5P006342	6.061	-2.712
ASHGA5P006343	8.892	-2.247
ASHGA5P006344	12.546	-1.38
ASHGA5P006345	6.677	1.171
ASHGA5P006346	10.666	4.668
ASHGA5P006351	7.733	1.928
ASHGA5P006352	11.632	1.55
ASHGA5P006353	7.775	-1.046
ASHGA5P006354	10.005	0.412
ASHGA5P006358	11.341	0.688
ASHGA5P006359	9.418	-1.001
ASHGA5P006360	7.426	-4.278
ASHGA5P006362	8.27	-0.728
ASHGA5P006364	6.469	-1.047
ASHGA5P006365	8.244	-1.302
ASHGA5P006366	4.415	1.392
ASHGA5P006368	10.062	-2.408
ASHGA5P006371	6.989	2.373
ASHGA5P006372	7.094	2.827
ASHGA5P006373	5.445	3.349
ASHGA5P006374	10.59	-3.577
ASHGA5P006375	6.084	-3.698
ASHGA5P006376	7.643	6.287
ASHGA5P006377	5.721	-1.386
ASHGA5P006378	6.84	-4.6
ASHGA5P006379	5.344	-1.306
ASHGA5P006381	10.436	0.465
ASHGA5P006382	3.736	-2.361
ASHGA5P006384	7.637	0.905
ASHGA5P006386	4.554	-2.094
ASHGA5P006388	7.118	0.674
ASHGA5P006389	4.279	-1.779
ASHGA5P006390	6.184	0.519
ASHGA5P006391	9.037	0.837
ASHGA5P006392	5.285	1.337
ASHGA5P006393	7.311	0.91
ASHGA5P006396	11.557	1.94
ASHGA5P006397	5.867	2.5
ASHGA5P006398	5.235	1.322
ASHGA5P006399	6.835	-1.423
ASHGA5P006401	5	-3.651
ASHGA5P006402	7.192	-1.519
ASHGA5P006403	5.661	2.001
ASHGA5P006404	9.073	2.862
ASHGA5P006405	6.555	0.652
ASHGA5P006407	7.993	1.574
ASHGA5P006408	6.757	0.85
ASHGA5P006409	11.607	0.976
ASHGA5P006410	7.225	-1.735
ASHGA5P006411	4.744	-3.461
ASHGA5P006412	7.91	-0.716
ASHGA5P006413	12.32	-4.492
ASHGA5P006416	6.139	1.125
ASHGA5P006417	4.832	2.618
ASHGA5P006419	6.267	1.703
ASHGA5P006420	3.185	1.567
ASHGA5P006421	3.21	-1.309
ASHGA5P006424	6.088	-2.622
ASHGA5P006427	8.104	-0.689
ASHGA5P006428	5.501	1.314
ASHGA5P006429	11.909	0.5
ASHGA5P006430	6.105	-1.672
ASHGA5P006431	9.689	-1.25
ASHGA5P006432	10.171	-1.285
ASHGA5P006433	5.586	1.117
ASHGA5P006435	11.137	-1.672
ASHGA5P006436	2.862	-0.621
ASHGA5P006437	3.057	0.911
ASHGA5P006438	8.801	-2.913
ASHGA5P006439	11.671	-0.545
ASHGA5P006441	11.249	-1.081
ASHGA5P006442	10.867	2.153
ASHGA5P006447	6.523	-2.254
ASHGA5P006448	7.713	-1.251
ASHGA5P006450	5.087	-0.566
ASHGA5P006451	3.51	-0.767
ASHGA5P006452	5.041	1.277
ASHGA5P006454	6.864	-1.789
ASHGA5P006455	8.138	1.181
ASHGA5P006457	7.852	0.42
ASHGA5P006458	2.711	0.602
ASHGA5P006460	9.8	-1.947
ASHGA5P006462	5.404	1.656
ASHGA5P006463	5.525	-3.509
ASHGA5P006464	3.236	-0.999
ASHGA5P006465	4.227	-3.346
ASHGA5P006466	9.635	2.476
ASHGA5P006468	10.416	1.739
ASHGA5P006470	5.161	0.988
ASHGA5P006472	9.054	-1.23
ASHGA5P006476	10.782	-2.154
ASHGA5P006478	13.807	-0.856
ASHGA5P006479	4.3	-3.495
ASHGA5P006480	12.795	-0.495
ASHGA5P006481	6.757	-1.044
ASHGA5P006483	10.807	0.722
ASHGA5P006484	4.553	1.047
ASHGA5P006485	4.057	-1.369
ASHGA5P006487	8.484	1.858
ASHGA5P006491	9.113	0.444
ASHGA5P006493	7.269	-1.538
ASHGA5P006494	9.14	-1.014
ASHGA5P006495	4.909	1.017
ASHGA5P006496	4.162	0.677
ASHGA5P006498	10.001	1.007
ASHGA5P006501	8.933	-0.724
ASHGA5P006504	6.634	-2.191
ASHGA5P006506	7.258	0.895
ASHGA5P006507	11.364	-2.316
ASHGA5P006510	10.201	-1.317
ASHGA5P006511	7.78	-1.796
ASHGA5P006513	8.476	0.716
ASHGA5P006514	6.504	-3.085
ASHGA5P006515	5.458	0.986
ASHGA5P006516	9.232	1.82
ASHGA5P006522	8.616	0.758
ASHGA5P006525	6.793	-1.856
ASHGA5P006527	8.287	-1.692
ASHGA5P006528	9.129	0.727
ASHGA5P006529	8.232	-1.725
ASHGA5P006532	7.556	0.65
ASHGA5P006534	7.945	0.416
ASHGA5P006536	10.445	0.522
ASHGA5P006537	8.11	-3.829
ASHGA5P006540	10.202	1.315
ASHGA5P006541	8.695	0.91
ASHGA5P006542	7.761	0.384
ASHGA5P006545	6.264	-0.581
ASHGA5P006546	3.89	-2.568
ASHGA5P006548	5.525	-3.917
ASHGA5P006550	7.123	-1.838
ASHGA5P006552	9.956	-0.886
ASHGA5P006556	9.008	2.07
ASHGA5P006557	10.445	2.934
ASHGA5P006559	7.237	-1.106
ASHGA5P006562	5.954	-3.579
ASHGA5P006564	6.696	-1.577
ASHGA5P006565	8.727	0.66
ASHGA5P006568	8.31	1.02
ASHGA5P006571	4.525	0.642
ASHGA5P006572	12.085	-2.507
ASHGA5P006573	5.549	1.282
ASHGA5P006574	6.871	2.861
ASHGA5P006576	6.419	-0.585
ASHGA5P006577	8.926	-1.754
ASHGA5P006580	5.207	-3.171
ASHGA5P006583	6.717	1.064
ASHGA5P006584	8.978	-2.764
ASHGA5P006585	5.239	0.59
ASHGA5P006586	11.364	-2.135
ASHGA5P006587	11.852	-1.253
ASHGA5P006588	9.184	-2.377
ASHGA5P006591	11.877	0.783
ASHGA5P006594	12.598	-0.543
ASHGA5P006595	6.638	-3.213
ASHGA5P006598	5.759	-3.03
ASHGA5P006599	11.739	-0.429
ASHGA5P006600	3.234	-1.363
ASHGA5P006601	6.008	-1.69
ASHGA5P006602	10.434	-4.8
ASHGA5P006604	7.156	-0.824
ASHGA5P006605	4.607	-2.755
ASHGA5P006606	14.692	2.085
ASHGA5P006608	8.582	-1.242
ASHGA5P006611	8.68	-1.636
ASHGA5P006612	9.411	0.811
ASHGA5P006613	15.9	1.563
ASHGA5P006614	8.909	-3.539
ASHGA5P006617	9.052	-2.746
ASHGA5P006618	9.209	-1.428
ASHGA5P006619	6.243	-1.198
ASHGA5P006620	12.551	-0.421
ASHGA5P006622	4.816	-4.515
ASHGA5P006623	4.227	-3.156
ASHGA5P006624	4.994	2.421
ASHGA5P006626	8.646	-2.15
ASHGA5P006628	8.318	-3.887
ASHGA5P006629	10.758	-1.46
ASHGA5P006630	7.74	1.81
ASHGA5P006631	9.205	-2.315
ASHGA5P006632	14.86	-1.192
ASHGA5P006634	5.951	1.154
ASHGA5P006635	7.961	2.16
ASHGA5P006636	8.256	-3.219
ASHGA5P006639	6.3	0.872
ASHGA5P006640	6.982	1.276
ASHGA5P006641	7.775	-3.147
ASHGA5P006642	4.898	-2.413
ASHGA5P006644	5.972	0.852
ASHGA5P006645	3.212	-0.524
ASHGA5P006646	6.331	-0.898
ASHGA5P006647	6.467	0.683
ASHGA5P006648	5.854	-5.862
ASHGA5P006649	11.317	1.369
ASHGA5P006650	7.326	1.042
ASHGA5P006652	8.685	-2.08
ASHGA5P006654	7.36	0.74
ASHGA5P006655	6.362	-1.24
ASHGA5P006656	14.124	1.667
ASHGA5P006657	5.067	-1.06
ASHGA5P006658	12.775	-0.913
ASHGA5P006659	7.923	2.096
ASHGA5P006660	6.896	0.641
ASHGA5P006661	5.758	-1.438
ASHGA5P006662	9.145	0.619
ASHGA5P006664	5.726	0.564
ASHGA5P006667	4.496	1.853
ASHGA5P006671	9.422	-1.114
ASHGA5P006672	5.258	0.755
ASHGA5P006673	7.908	-5.44
ASHGA5P006675	6.084	-2.429
ASHGA5P006676	15.474	1.709
ASHGA5P006677	7.206	-3.892
ASHGA5P006680	9.876	-1.752
ASHGA5P006681	4.327	-2.247
ASHGA5P006684	9.136	-2.76
ASHGA5P006685	8.021	1.151
ASHGA5P006688	9.043	-1.797
ASHGA5P006689	7.377	0.969
ASHGA5P006692	3.171	1.097
ASHGA5P006693	16.406	-0.689
ASHGA5P006695	2.919	0.77
ASHGA5P006696	3.91	-2.712
ASHGA5P006697	9.297	-1.213
ASHGA5P006698	5.329	-1.277
ASHGA5P006699	8.637	-3.925
ASHGA5P006700	5.184	-1.493
ASHGA5P006701	5.759	-0.905
ASHGA5P006702	10.516	0.79
ASHGA5P006704	6.562	-1.483
ASHGA5P006705	3.003	-0.863
ASHGA5P006706	10.286	-0.58
ASHGA5P006709	5.446	0.588
ASHGA5P006710	7.997	0.608
ASHGA5P006711	5.802	0.72
ASHGA5P006712	15.169	0.758
ASHGA5P006713	9.246	-3.064
ASHGA5P006715	7.796	-2.391
ASHGA5P006717	6.839	-1.448
ASHGA5P006719	7.964	-2.89
ASHGA5P006721	3.461	2.048
ASHGA5P006722	4.29	-2.534
ASHGA5P006724	6.463	-2.924
ASHGA5P006725	10.122	-3.988
ASHGA5P006726	10.703	-4.746
ASHGA5P006728	3.023	1.067
ASHGA5P006729	4.777	-1.616
ASHGA5P006731	7.418	-1.515
ASHGA5P006732	10.843	3.294
ASHGA5P006734	16.441	1.069
ASHGA5P006736	5.632	-0.619
ASHGA5P006739	5.202	0.913
ASHGA5P006740	5.727	1.042
ASHGA5P006741	6.75	-4.562
ASHGA5P006742	9.921	1.084
ASHGA5P006744	3.052	1.229
ASHGA5P006745	8.169	-1.316
ASHGA5P006746	3.145	1.19
ASHGA5P006747	5.267	-4.51
ASHGA5P006751	10.867	-3.229
ASHGA5P006752	7.039	-0.401
ASHGA5P006754	3.328	-1.546
ASHGA5P006756	7.449	0.758
ASHGA5P006757	3.522	-1.143
ASHGA5P006758	3.718	-2.21
ASHGA5P006759	6.359	-2.926
ASHGA5P006761	11.377	-4.824
ASHGA5P006762	3.886	0.87
ASHGA5P006763	8.052	1.063
ASHGA5P006764	4.94	-2.203
ASHGA5P006765	5.049	0.962
ASHGA5P006766	6.152	-0.947
ASHGA5P006767	9.58	-1.658
ASHGA5P006768	6.866	-0.661
ASHGA5P006769	7.546	-1.924
ASHGA5P006771	11.048	1.483
ASHGA5P006774	4.363	-1.186
ASHGA5P006776	6.863	1.335
ASHGA5P006777	6.233	2.476
ASHGA5P006779	8.865	-0.65
ASHGA5P006780	7.2	-1.694
ASHGA5P006781	8.047	2.064
ASHGA5P006783	7.643	-3.249
ASHGA5P006784	3.552	-0.745
ASHGA5P006785	10.683	-1.162
ASHGA5P006787	9.011	-1.893
ASHGA5P006789	10.715	-2.578
ASHGA5P006790	10.974	-1.556
ASHGA5P006792	8.146	-1.575
ASHGA5P006793	14.483	0.699
ASHGA5P006794	10.881	-1.635
ASHGA5P006795	12.274	0.919
ASHGA5P006797	5.084	1.41
ASHGA5P006799	3.271	-1.431
ASHGA5P006800	13.261	0.82
ASHGA5P006802	7.268	1.932
ASHGA5P006806	5.688	0.883
ASHGA5P006807	4.707	0.927
ASHGA5P006808	6.821	-2.374
ASHGA5P006809	5.814	0.929
ASHGA5P006811	9.057	1.88
ASHGA5P006814	13.074	-0.551
ASHGA5P006815	6.783	-3.126
ASHGA5P006817	3.313	-1.506
ASHGA5P006819	6.391	-3.329
ASHGA5P006820	10.753	1.214
ASHGA5P006821	3.582	-1.053
ASHGA5P006822	3.699	-1.222
ASHGA5P006823	8.659	-0.797
ASHGA5P006824	5.862	1.216
ASHGA5P006825	3.678	-2.252
ASHGA5P006826	10.155	1.185
ASHGA5P006831	5.878	0.489
ASHGA5P006832	12.606	-3.007
ASHGA5P006833	4.605	-1.965
ASHGA5P006835	7.78	1.439
ASHGA5P006836	4.77	1.573
ASHGA5P006838	11.008	-1.406
ASHGA5P006839	8.741	-1.864
ASHGA5P006840	3.379	-1.096
ASHGA5P006842	7.966	-3.098
ASHGA5P006843	9.694	0.35
ASHGA5P006844	6.306	-1.492
ASHGA5P006847	8.821	-2.736
ASHGA5P006850	6.835	-0.811
ASHGA5P006852	5.492	2.495
ASHGA5P006853	3.185	-1.106
ASHGA5P006854	12.633	1.565
ASHGA5P006855	7.806	-1.878
ASHGA5P006856	5.527	-2.139
ASHGA5P006857	6.91	1.271
ASHGA5P006860	12.6	1.097
ASHGA5P006861	9.822	-2.372
ASHGA5P006862	9.735	-2.245
ASHGA5P006864	12.61	1.393
ASHGA5P006865	8.34	0.848
ASHGA5P006867	5.048	-2.939
ASHGA5P006869	12.219	0.573
ASHGA5P006870	10.741	-0.847
ASHGA5P006871	6.742	1.207
ASHGA5P006872	4.815	-2.637
ASHGA5P006873	10.55	1.652
ASHGA5P006875	12.391	-1.705
ASHGA5P006876	8.878	1.638
ASHGA5P006879	11.065	0.846
ASHGA5P006880	9.461	-2.637
ASHGA5P006881	9.54	2.499
ASHGA5P006882	9.915	-2.158
ASHGA5P006884	3.675	2.078
ASHGA5P006887	7.276	1.739
ASHGA5P006888	5.215	-1.272
ASHGA5P006891	6.755	-1.549
ASHGA5P006892	5.414	-2.362
ASHGA5P006893	11.588	1.726
ASHGA5P006894	3.758	-1.229
ASHGA5P006895	12.48	0.49
ASHGA5P006899	9.647	0.799
ASHGA5P006901	14.044	0.696
ASHGA5P006902	7.569	1.533
ASHGA5P006903	4.081	-1.855
ASHGA5P006904	4.961	-4.798
ASHGA5P006905	9.725	-2.445
ASHGA5P006906	7.166	1.023
ASHGA5P006907	4.505	-1.294
ASHGA5P006909	6.979	1.441
ASHGA5P006910	4.498	1.435
ASHGA5P006911	5.879	1.361
ASHGA5P006914	7.432	1.571
ASHGA5P006915	7.347	-1.091
ASHGA5P006916	6.795	-1.894
ASHGA5P006917	9.299	-5.178
ASHGA5P006918	10.775	-0.441
ASHGA5P006919	2.854	0.854
ASHGA5P006920	5.579	-2.781
ASHGA5P006923	6.357	-1.092
ASHGA5P006924	4.205	-3.167
ASHGA5P006925	8.304	-4.55
ASHGA5P006927	6.676	-1.857
ASHGA5P006929	7.44	0.68
ASHGA5P006930	8.894	0.82
ASHGA5P006931	5.788	-0.435
ASHGA5P006932	6.207	-3.233
ASHGA5P006933	11.373	-0.487
ASHGA5P006934	5.451	-2.88
ASHGA5P006938	9.168	-2.615
ASHGA5P006939	7.03	-3.247
ASHGA5P006940	9.813	-3.338
ASHGA5P006941	5.367	0.508
ASHGA5P006943	8.893	-1.082
ASHGA5P006944	12.811	-1.006
ASHGA5P006946	6.281	2.101
ASHGA5P006947	6.906	0.786
ASHGA5P006948	8.079	1.536
ASHGA5P006950	10.482	0.714
ASHGA5P006952	7.999	0.935
ASHGA5P006953	5.907	-4.325
ASHGA5P006954	6.658	-2.209
ASHGA5P006955	10.082	1.462
ASHGA5P006957	9.159	-1.421
ASHGA5P006958	9.183	-1.095
ASHGA5P006959	8.933	-2.256
ASHGA5P006960	11.531	-1.017
ASHGA5P006961	8.188	-0.533
ASHGA5P006962	9.745	2.301
ASHGA5P006963	12.808	-0.662
ASHGA5P006964	6.28	1.235
ASHGA5P006965	12.113	-5.109
ASHGA5P006966	4.826	-2.18
ASHGA5P006972	9.929	0.801
ASHGA5P006973	3.98	-2.832
ASHGA5P006974	9.011	-3.373
ASHGA5P006975	2.985	-0.85
ASHGA5P006976	6.478	1.856
ASHGA5P006978	4.095	-2.034
ASHGA5P006979	10.181	0.66
ASHGA5P006982	5.355	-1.439
ASHGA5P006983	10.364	4.522
ASHGA5P006984	7.71	-0.893
ASHGA5P006985	8.309	-0.719
ASHGA5P006987	6.264	0.986
ASHGA5P006988	4.102	-1.225
ASHGA5P006991	14.062	1.916
ASHGA5P006992	15.287	1.533
ASHGA5P006994	10.108	0.618
ASHGA5P006995	4.958	2.238
ASHGA5P006997	10.835	1.218
ASHGA5P006998	10.883	0.579
ASHGA5P006999	11.515	1.442
ASHGA5P007000	9.053	1.388
ASHGA5P007003	7.29	0.801
ASHGA5P007004	7.502	1.055
ASHGA5P007005	6.022	-5.391
ASHGA5P007006	9.295	-1.723
ASHGA5P007007	7.971	-1.784
ASHGA5P007008	4.293	-2.187
ASHGA5P007012	7.123	-1.009
ASHGA5P007013	3.807	-1.399
ASHGA5P007014	8.543	-3.654
ASHGA5P007015	14.616	1.149
ASHGA5P007019	6.59	-1.95
ASHGA5P007020	10.492	0.904
ASHGA5P007021	5.25	-1.172
ASHGA5P007022	6.955	-1.532
ASHGA5P007023	9.376	1.649
ASHGA5P007026	7.562	1.246
ASHGA5P007027	6.309	-0.963
ASHGA5P007028	6.169	-1.426
ASHGA5P007029	4.936	-3.836
ASHGA5P007030	4.874	-4.417
ASHGA5P007031	9.346	1.844
ASHGA5P007032	13.415	1.445
ASHGA5P007033	12.323	-2.348
ASHGA5P007034	8.863	-1.119
ASHGA5P007035	7.159	-2.579
ASHGA5P007036	6.808	0.432
ASHGA5P007037	7.959	-2.7
ASHGA5P007038	2.789	0.57
ASHGA5P007041	6.713	-1.047
ASHGA5P007042	14.213	-0.688
ASHGA5P007043	7.783	-1.493
ASHGA5P007044	10.33	-1.559
ASHGA5P007045	4.674	-3.05
ASHGA5P007046	3.143	-0.959
ASHGA5P007047	4.286	1.033
ASHGA5P007049	7.939	1.168
ASHGA5P007050	8.711	-0.409
ASHGA5P007052	4.423	-3.72
ASHGA5P007053	9.648	-2.447
ASHGA5P007054	5.573	0.87
ASHGA5P007055	8.121	-1.569
ASHGA5P007057	10.934	0.503
ASHGA5P007058	7.059	-2.673
ASHGA5P007059	7.724	0.52
ASHGA5P007060	7.916	1.236
ASHGA5P007061	7.741	-0.424
ASHGA5P007062	7.404	-1.803
ASHGA5P007063	6.882	1.256
ASHGA5P007064	8.039	1.686
ASHGA5P007065	3.667	-1.144
ASHGA5P007066	4.647	1.621
ASHGA5P007067	5.43	-2.713
ASHGA5P007068	4.388	-2.656
ASHGA5P007073	4.356	2.562
ASHGA5P007074	8.469	0.704
ASHGA5P007075	9.273	0.398
ASHGA5P007076	6.437	-2.099
ASHGA5P007077	6.994	-3.059
ASHGA5P007078	6.024	1.219
ASHGA5P007079	14.981	0.398
ASHGA5P007080	7.287	-0.372
ASHGA5P007081	6.472	0.64
ASHGA5P007084	9.287	-1.718
ASHGA5P007085	6.834	0.884
ASHGA5P007087	3.564	-0.921
ASHGA5P007088	6.954	-0.893
ASHGA5P007090	6.817	0.847
ASHGA5P007092	4.646	4.007
ASHGA5P007093	3.975	0.704
ASHGA5P007094	8.166	1.182
ASHGA5P007099	5.938	-0.73
ASHGA5P007103	7.135	1.225
ASHGA5P007104	10.455	-0.975
ASHGA5P007107	10.551	2.327
ASHGA5P007108	3.902	1.347
ASHGA5P007111	4.892	-4.672
ASHGA5P007112	9.526	-0.732
ASHGA5P007113	8.402	-0.754
ASHGA5P007114	10.049	-1.219
ASHGA5P007118	3.843	-1.136
ASHGA5P007119	3.079	1.355
ASHGA5P007120	8.545	0.681
ASHGA5P007121	13.59	0.619
ASHGA5P007123	5.085	3.293
ASHGA5P007127	10.429	0.948
ASHGA5P007128	11.248	2.449
ASHGA5P007130	5.181	0.757
ASHGA5P007133	2.989	1.184
ASHGA5P007134	5.13	-2.828
ASHGA5P007137	9.843	-1.5
ASHGA5P007138	7.722	-1.11
ASHGA5P007139	6.222	4.717
ASHGA5P007142	13.253	-1.514
ASHGA5P007144	11.571	0.931
ASHGA5P007146	4.796	1.153
ASHGA5P007147	12.883	1.425
ASHGA5P007148	12.855	-0.613
ASHGA5P007149	9.562	-1.672
ASHGA5P007150	10.391	-1.278
ASHGA5P007152	7.875	-3.201
ASHGA5P007153	7.141	0.952
ASHGA5P007155	10.914	0.991
ASHGA5P007156	8.917	1.433
ASHGA5P007157	4.478	0.791
ASHGA5P007158	7.579	1.447
ASHGA5P007159	10.391	-3.716
ASHGA5P007161	3.343	-0.889
ASHGA5P007164	8.135	0.829
ASHGA5P007165	6.178	1.339
ASHGA5P007168	5.119	1.49
ASHGA5P007170	6.5	-1.296
ASHGA5P007172	9.764	-2.571
ASHGA5P007173	7.746	-0.632
ASHGA5P007174	6.919	0.779
ASHGA5P007175	9.437	1.714
ASHGA5P007179	3.082	1.295
ASHGA5P007180	11.284	1.137
ASHGA5P007182	4.964	0.97
ASHGA5P007183	9.907	1.152
ASHGA5P007187	10.963	-0.433
ASHGA5P007190	5.706	0.853
ASHGA5P007191	4.228	-1.35
ASHGA5P007192	9.738	-0.968
ASHGA5P007193	10.613	-2.251
ASHGA5P007195	3.467	-1.835
ASHGA5P007196	4.064	1.791
ASHGA5P007197	13.869	1.449
ASHGA5P007199	10.522	1.736
ASHGA5P007200	9.096	0.448
ASHGA5P007201	9.617	1.291
ASHGA5P007204	5.874	1.386
ASHGA5P007206	8.322	-2.677
ASHGA5P007207	7.016	-1.676
ASHGA5P007210	9.72	1.918
ASHGA5P007211	7.702	-3.088
ASHGA5P007212	9.678	0.556
ASHGA5P007215	9.071	-0.979
ASHGA5P007216	9.731	1.936
ASHGA5P007218	15.077	0.453
ASHGA5P007220	7.638	-5.888
ASHGA5P007222	8.664	0.85
ASHGA5P007223	3.156	-1.196
ASHGA5P007224	3.078	1.097
ASHGA5P007226	3.146	-1.192
ASHGA5P007228	3.377	-1.639
ASHGA5P007230	8.792	1.639
ASHGA5P007231	10.046	1.461
ASHGA5P007232	6.654	0.406
ASHGA5P007234	11.605	-0.742
ASHGA5P007235	5.224	0.779
ASHGA5P007236	4.15	1.127
ASHGA5P007237	13.609	0.992
ASHGA5P007238	5.213	0.866
ASHGA5P007239	14.98	1.575
ASHGA5P007240	6.621	-3.085
ASHGA5P007241	4.191	-1.668
ASHGA5P007242	9.727	-1.457
ASHGA5P007243	9.067	-0.643
ASHGA5P007244	8.828	6.299
ASHGA5P007245	7.195	0.659
ASHGA5P007246	8.689	-0.655
ASHGA5P007248	3.128	-0.911
ASHGA5P007249	14.156	1.671
ASHGA5P007252	2.976	1.031
ASHGA5P007253	6.054	-0.726
ASHGA5P007255	7.243	-1.379
ASHGA5P007256	6.534	-1.969
ASHGA5P007257	11.221	-2.024
ASHGA5P007258	10.549	-1.09
ASHGA5P007259	6.294	0.729
ASHGA5P007261	7.001	-2.384
ASHGA5P007262	6.541	-0.886
ASHGA5P007265	6.246	-2.559
ASHGA5P007268	11.105	-3.675
ASHGA5P007271	8.934	-1.099
ASHGA5P007273	4.507	-2.523
ASHGA5P007274	6.403	-1.332
ASHGA5P007277	6.217	-1.356
ASHGA5P007279	11.623	2.04
ASHGA5P007280	9.492	-1.454
ASHGA5P007282	5.723	0.754
ASHGA5P007283	4.543	-2.708
ASHGA5P007284	7.807	-2.61
ASHGA5P007285	12.195	1.045
ASHGA5P007286	7.694	-1.983
ASHGA5P007289	8.242	0.35
ASHGA5P007290	6.361	-0.623
ASHGA5P007291	11.232	-1.244
ASHGA5P007292	6.911	1.129
ASHGA5P007293	7.932	0.83
ASHGA5P007295	9.984	-1.939
ASHGA5P007297	8.949	-2.604
ASHGA5P007300	14.754	1.456
ASHGA5P007301	3.113	-0.786
ASHGA5P007302	3.649	-2.164
ASHGA5P007303	12.352	-0.646
ASHGA5P007307	4.83	-2.87
ASHGA5P007308	6.712	3.122
ASHGA5P007310	13.064	-1.158
ASHGA5P007312	11.04	4.551
ASHGA5P007314	4.152	-1.104
ASHGA5P007315	11.579	-0.438
ASHGA5P007319	3.9	-2.555
ASHGA5P007320	5.237	-0.731
ASHGA5P007322	5.866	-0.825
ASHGA5P007325	4.475	-1.609
ASHGA5P007328	9.765	2.883
ASHGA5P007329	5.246	-2.523
ASHGA5P007331	5.372	-3.475
ASHGA5P007332	9.582	1.012
ASHGA5P007333	13.877	1.2
ASHGA5P007334	8.649	-1.155
ASHGA5P007336	7.646	-2.927
ASHGA5P007338	7.071	-1.54
ASHGA5P007339	10.641	-0.879
ASHGA5P007340	7.255	-5.986
ASHGA5P007342	13.465	-0.792
ASHGA5P007343	10.153	0.344
ASHGA5P007344	13.622	-0.497
ASHGA5P007345	9.493	1.776
ASHGA5P007349	11.448	-2.341
ASHGA5P007353	7.416	-2.373
ASHGA5P007354	3.19	-1.271
ASHGA5P007355	11.11	1.558
ASHGA5P007357	11.071	0.772
ASHGA5P007358	5.924	1.298
ASHGA5P007360	9.882	-1.132
ASHGA5P007361	9.827	-3.36
ASHGA5P007362	10.841	-6.219
ASHGA5P007364	7.94	0.965
ASHGA5P007367	10.31	-8.251
ASHGA5P007368	11.091	-2.699
ASHGA5P007369	5.111	-2.003
ASHGA5P007372	8.656	1.709
ASHGA5P007373	9.946	-0.601
ASHGA5P007374	10.184	-1.415
ASHGA5P007375	13.076	-0.344
ASHGA5P007376	4.673	1.124
ASHGA5P007379	7.779	0.531
ASHGA5P007380	7.005	-3.049
ASHGA5P007381	6.809	-1.664
ASHGA5P007382	14.135	-0.501
ASHGA5P007384	7.333	-0.964
ASHGA5P007386	7.009	0.807
ASHGA5P007388	5.843	-0.786
ASHGA5P007390	11.073	1.693
ASHGA5P007391	7.541	-1.227
ASHGA5P007392	7.998	-2.967
ASHGA5P007393	2.962	1.124
ASHGA5P007394	5.807	1.236
ASHGA5P007395	5.029	-1.667
ASHGA5P007396	9.123	0.533
ASHGA5P007399	8.69	0.331
ASHGA5P007400	4.714	-1.681
ASHGA5P007401	9.56	-2.217
ASHGA5P007402	5.985	1.148
ASHGA5P007403	5.221	-1.16
ASHGA5P007405	6.702	1.802
ASHGA5P007406	7.974	0.98
ASHGA5P007410	6.299	-0.471
ASHGA5P007411	10.337	-1.107
ASHGA5P007412	8.729	-5.002
ASHGA5P007413	12.999	-3.109
ASHGA5P007414	6.094	-0.827
ASHGA5P007415	5.88	-0.404
ASHGA5P007417	12.868	-1.562
ASHGA5P007420	9.507	-0.573
ASHGA5P007421	5.933	-0.992
ASHGA5P007422	5.273	-2.384
ASHGA5P007425	9.271	9.953
ASHGA5P007427	5.644	-5.144
ASHGA5P007429	9.634	2.295
ASHGA5P007430	5.281	2.376
