ID	log2(fold change)	-log10(Pvalue)
ASHGA5P005547	0.795	1.994
ASHGA5P005548	1.298	4.159
ASHGA5P005550	-1.534	5.176
ASHGA5P005551	-1.298	4.754
ASHGA5P005552	-2.865	5.29
ASHGA5P005556	-2.768	4.58
ASHGA5P005557	1.317	4.243
ASHGA5P005559	-5.768	3.503
ASHGA5P005561	-3.088	6.171
ASHGA5P005562	-0.882	2.593
ASHGA5P005563	2.436	6.553
ASHGA5P005564	1.126	4.013
ASHGA5P005565	-0.965	4.123
ASHGA5P005566	0.5	2.692
ASHGA5P005567	0.841	2.251
ASHGA5P005568	1.247	2.156
ASHGA5P005571	-3.827	3.478
ASHGA5P005572	-0.73	2.018
ASHGA5P005573	-3.437	5.601
ASHGA5P005575	-6.433	8.082
ASHGA5P005576	1.24	2.872
ASHGA5P005577	-4.641	3.568
ASHGA5P005578	3.546	7.586
ASHGA5P005580	1.8	4.014
ASHGA5P005582	1.257	4.842
ASHGA5P005583	-1.769	4.066
ASHGA5P005584	1.095	3.123
ASHGA5P005585	-4.13	6.191
ASHGA5P005588	1.078	3.939
ASHGA5P005589	-2.119	3.008
ASHGA5P005590	-0.939	2.631
ASHGA5P005591	0.901	2.371
ASHGA5P005592	1.573	3.81
ASHGA5P005594	-2.861	5.149
ASHGA5P005595	0.788	3.564
ASHGA5P005596	-1.96	5.958
ASHGA5P005598	-1.905	4.807
ASHGA5P005599	-1.866	6.01
ASHGA5P005600	-2.299	5.86
ASHGA5P005601	0.912	4.118
ASHGA5P005602	4.005	6.273
ASHGA5P005603	-4.616	7.732
ASHGA5P005605	0.436	2.323
ASHGA5P005607	0.317	1.638
ASHGA5P005609	-1.05	2.709
ASHGA5P005610	-1.493	5.204
ASHGA5P005611	-2.828	6.703
ASHGA5P005612	0.687	3.329
ASHGA5P005614	-1.058	1.724
ASHGA5P005617	-5.209	3.378
ASHGA5P005619	-2.794	4.651
ASHGA5P005620	-3.216	5.437
ASHGA5P005621	-3.611	6.408
ASHGA5P005622	0.981	3.174
ASHGA5P005623	2.853	2.74
ASHGA5P005627	-4.877	3.442
ASHGA5P005628	1.786	5.505
ASHGA5P005629	1.064	4.136
ASHGA5P005631	-1.147	1.994
ASHGA5P005633	-1.34	4.659
ASHGA5P005635	-4.406	3.244
ASHGA5P005637	1.418	4.926
ASHGA5P005638	-7.348	6.936
ASHGA5P005640	-1.132	3.655
ASHGA5P005642	-1.204	3.3
ASHGA5P005645	0.757	3.197
ASHGA5P005648	-1.495	3.97
ASHGA5P005650	-3.637	7.434
ASHGA5P005651	-0.996	3.495
ASHGA5P005652	0.947	2.579
ASHGA5P005653	1.361	4.126
ASHGA5P005655	-4.209	3.387
ASHGA5P005658	-2.585	5.795
ASHGA5P005659	0.418	1.552
ASHGA5P005660	-3.589	6.937
ASHGA5P005661	-0.867	3.562
ASHGA5P005662	-3.684	5.447
ASHGA5P005664	-1.884	5.667
ASHGA5P005665	-2.326	5.455
ASHGA5P005666	0.614	1.963
ASHGA5P005667	1.767	5.393
ASHGA5P005669	-1.813	4.687
ASHGA5P005670	-1.142	3.374
ASHGA5P005671	3.324	6.027
ASHGA5P005672	0.554	2.343
ASHGA5P005677	5.543	7.776
ASHGA5P005679	-1.002	3.436
ASHGA5P005680	-2.065	3.539
ASHGA5P005681	-1.076	3.59
ASHGA5P005682	0.369	1.702
ASHGA5P005683	-2.408	6.118
ASHGA5P005684	-1.004	2.347
ASHGA5P005685	-0.557	2.818
ASHGA5P005686	-4.717	3.783
ASHGA5P005687	-2.154	5.635
ASHGA5P005688	-3.21	6.812
ASHGA5P005689	0.645	1.639
ASHGA5P005690	-2.04	4.434
ASHGA5P005691	0.734	1.936
ASHGA5P005693	-0.549	1.608
ASHGA5P005694	0.457	2.332
ASHGA5P005695	-3.071	6.637
ASHGA5P005696	-2.103	3.753
ASHGA5P005697	-3.831	7.004
ASHGA5P005698	-2.496	5.224
ASHGA5P005699	-4.304	6.069
ASHGA5P005700	-0.869	1.75
ASHGA5P005701	1.186	2.189
ASHGA5P005703	1.138	4.436
ASHGA5P005706	1.251	4.7
ASHGA5P005707	-0.744	2.79
ASHGA5P005709	-1.9	3.675
ASHGA5P005711	-3.408	3.577
ASHGA5P005712	-1.127	4.576
ASHGA5P005714	-1.429	2.753
ASHGA5P005716	-1.687	3.909
ASHGA5P005717	-1.456	4.536
ASHGA5P005718	1.089	3.624
ASHGA5P005719	0.618	2.2
ASHGA5P005722	-2.591	4.633
ASHGA5P005723	-2.453	6.205
ASHGA5P005724	1.368	5.191
ASHGA5P005725	-2.137	6.264
ASHGA5P005726	-0.294	1.549
ASHGA5P005727	0.775	2.921
ASHGA5P005728	0.653	1.643
ASHGA5P005729	-0.69	1.955
ASHGA5P005730	-1.371	4.912
ASHGA5P005731	0.816	3.936
ASHGA5P005733	0.395	1.942
ASHGA5P005734	0.946	1.795
ASHGA5P005736	1.104	4.42
ASHGA5P005739	-0.638	2.459
ASHGA5P005740	-1.662	4.752
ASHGA5P005742	0.499	2.377
ASHGA5P005743	0.858	1.688
ASHGA5P005744	0.434	1.69
ASHGA5P005745	-2.496	5.917
ASHGA5P005746	-2.811	6.252
ASHGA5P005747	-1.798	4.483
ASHGA5P005748	-2.795	3.417
ASHGA5P005750	-2.519	5.963
ASHGA5P005751	-0.781	3.325
ASHGA5P005753	0.564	2.172
ASHGA5P005754	1.718	5.254
ASHGA5P005755	1.979	5.457
ASHGA5P005757	-2.527	5.71
ASHGA5P005758	-0.715	2.467
ASHGA5P005759	-1.347	4.894
ASHGA5P005760	-0.274	1.596
ASHGA5P005761	-1.178	4.625
ASHGA5P005762	1.356	4.605
ASHGA5P005763	0.959	1.701
ASHGA5P005764	-0.382	1.693
ASHGA5P005765	-2.394	5.765
ASHGA5P005766	-2.236	6.439
ASHGA5P005768	0.788	1.963
ASHGA5P005770	-2.464	5.311
ASHGA5P005771	-2.02	4.266
ASHGA5P005772	1.165	1.683
ASHGA5P005773	0.959	3.052
ASHGA5P005774	-1.406	4.241
ASHGA5P005776	1.041	3.986
ASHGA5P005777	-2.354	2.037
ASHGA5P005778	0.79	2.013
ASHGA5P005782	-1.025	2.179
ASHGA5P005783	4.586	6.389
ASHGA5P005784	-1.972	6.087
ASHGA5P005785	-0.783	2.829
ASHGA5P005787	-3.158	2.541
ASHGA5P005788	-0.42	2.377
ASHGA5P005789	2.625	6.471
ASHGA5P005790	-1.739	4.469
ASHGA5P005791	2.666	3.671
ASHGA5P005793	1.703	5.089
ASHGA5P005794	2.169	5.386
ASHGA5P005795	1.807	4.205
ASHGA5P005796	0.914	3.094
ASHGA5P005798	1.967	4.451
ASHGA5P005800	-0.871	3.609
ASHGA5P005801	-2.473	3.115
ASHGA5P005803	-1.603	5.419
ASHGA5P005804	-2.697	6.256
ASHGA5P005805	1.484	4.1
ASHGA5P005806	0.687	2.872
ASHGA5P005808	-0.527	2.341
ASHGA5P005809	0.724	1.984
ASHGA5P005811	0.321	1.909
ASHGA5P005814	0.894	2.263
ASHGA5P005815	0.4	2.253
ASHGA5P005816	-3.267	5.358
ASHGA5P005817	-0.855	3.799
ASHGA5P005818	1.113	3.622
ASHGA5P005819	-3.835	6.304
ASHGA5P005820	1.182	3.024
ASHGA5P005821	0.435	2.53
ASHGA5P005822	-0.877	3.164
ASHGA5P005823	0.515	1.525
ASHGA5P005824	1.003	3.26
ASHGA5P005825	0.869	2.046
ASHGA5P005826	1.171	3.597
ASHGA5P005829	0.954	3.302
ASHGA5P005830	0.659	2.266
ASHGA5P005831	5.773	8.448
ASHGA5P005832	-3.818	3.838
ASHGA5P005833	-1.307	4.279
ASHGA5P005836	-0.863	3.956
ASHGA5P005837	-0.432	2.124
ASHGA5P005838	-1.149	4.01
ASHGA5P005841	2.207	5.42
ASHGA5P005842	-1.932	3.67
ASHGA5P005844	-1.693	4.767
ASHGA5P005845	0.775	3.108
ASHGA5P005849	1.383	3.983
ASHGA5P005850	3.989	7.799
ASHGA5P005851	-1.378	4.147
ASHGA5P005852	-1.616	3.729
ASHGA5P005854	1.374	5.243
ASHGA5P005856	0.472	2.36
ASHGA5P005858	1.213	3.097
ASHGA5P005860	0.829	2.94
ASHGA5P005863	-1.656	4.089
ASHGA5P005864	-1.461	3.089
ASHGA5P005865	-1.405	3.024
ASHGA5P005866	1.153	4.098
ASHGA5P005867	0.732	1.949
ASHGA5P005868	-0.624	3.225
ASHGA5P005869	-2.113	6.383
ASHGA5P005870	-0.835	3.337
ASHGA5P005871	-3.197	6.083
ASHGA5P005875	-0.741	3.15
ASHGA5P005878	0.584	2.662
ASHGA5P005879	0.875	3.656
ASHGA5P005881	0.711	2.717
ASHGA5P005886	1.211	4.801
ASHGA5P005887	-3.488	7.006
ASHGA5P005888	1.446	5.345
ASHGA5P005889	0.776	3.769
ASHGA5P005890	-0.325	1.732
ASHGA5P005891	-0.569	3.091
ASHGA5P005896	0.653	2.456
ASHGA5P005898	-0.619	2.605
ASHGA5P005899	0.49	2.696
ASHGA5P005900	-1.669	4.863
ASHGA5P005902	-1.512	4.191
ASHGA5P005906	1.459	3.347
ASHGA5P005907	-0.816	1.686
ASHGA5P005908	-1.136	4.434
ASHGA5P005909	2.12	5.751
ASHGA5P005911	-1.654	4.558
ASHGA5P005912	0.62	2.401
ASHGA5P005913	0.98	3.424
ASHGA5P005914	-2.803	5.488
ASHGA5P005915	-3.468	5.557
ASHGA5P005920	1.034	3.85
ASHGA5P005921	2.044	5.737
ASHGA5P005922	-1.943	2.708
ASHGA5P005923	-0.922	2.048
ASHGA5P005926	0.645	3.325
ASHGA5P005927	1.055	3.776
ASHGA5P005928	-0.472	2.465
ASHGA5P005930	0.972	4.165
ASHGA5P005931	-4.702	5.492
ASHGA5P005932	1.502	3.406
ASHGA5P005933	2.136	5.869
ASHGA5P005934	-0.862	3.612
ASHGA5P005936	0.841	3.44
ASHGA5P005938	1.542	4.507
ASHGA5P005944	0.642	3.378
ASHGA5P005946	0.58	2.281
ASHGA5P005948	-0.614	2.55
ASHGA5P005949	0.853	2.053
ASHGA5P005950	-1.239	1.526
ASHGA5P005951	-3.881	4.176
ASHGA5P005952	0.746	3.38
ASHGA5P005954	-0.978	3.836
ASHGA5P005955	0.337	1.64
ASHGA5P005957	1.241	4.225
ASHGA5P005958	1.465	5.283
ASHGA5P005960	0.375	2.161
ASHGA5P005961	-2.923	5.997
ASHGA5P005962	2.362	6.138
ASHGA5P005963	-2.302	5.75
ASHGA5P005964	-1.804	5.621
ASHGA5P005965	-2.059	5.766
ASHGA5P005966	-1.721	5.47
ASHGA5P005967	1.446	4.755
ASHGA5P005968	0.536	2.662
ASHGA5P005970	2.139	5.738
ASHGA5P005972	0.672	1.634
ASHGA5P005973	-2.295	2.943
ASHGA5P005975	2.544	6.524
ASHGA5P005976	-0.645	2.005
ASHGA5P005977	-3.215	4.688
ASHGA5P005979	-2.028	5.285
ASHGA5P005980	-5.146	6.431
ASHGA5P005982	-1.656	4.136
ASHGA5P005984	0.594	1.625
ASHGA5P005985	0.883	2.631
ASHGA5P005986	1.145	4.748
ASHGA5P005987	-0.541	2.714
ASHGA5P005989	-1.25	4.184
ASHGA5P005990	0.879	2.677
ASHGA5P005991	-3.131	6.273
ASHGA5P005993	-1.615	4.696
ASHGA5P005994	-0.665	2.375
ASHGA5P005995	-1.482	4.361
ASHGA5P005996	-1.658	3.184
ASHGA5P005999	-0.921	2.902
ASHGA5P006001	-4.498	3.348
ASHGA5P006004	-1.136	2.369
ASHGA5P006005	-1.987	5.745
ASHGA5P006007	1.08	3.815
ASHGA5P006010	1.24	4.503
ASHGA5P006011	1.573	4.105
ASHGA5P006013	-0.994	4.23
ASHGA5P006014	-1.775	2.451
ASHGA5P006015	-1.518	2.422
ASHGA5P006019	0.409	1.723
ASHGA5P006021	1.023	2.176
ASHGA5P006022	-1.131	3.079
ASHGA5P006025	-0.869	1.746
ASHGA5P006026	-3.205	6.722
ASHGA5P006027	-0.661	3.465
ASHGA5P006028	2.728	6.053
ASHGA5P006029	0.897	3.263
ASHGA5P006030	2.194	6.121
ASHGA5P006032	1.244	4.573
ASHGA5P006033	-2.222	6.324
ASHGA5P006034	2.192	5.168
ASHGA5P006035	0.5	2.03
ASHGA5P006036	0.67	2.571
ASHGA5P006038	1.575	4.922
ASHGA5P006039	2.093	5.112
ASHGA5P006041	0.769	3.475
ASHGA5P006043	-0.901	3.288
ASHGA5P006044	-1.129	4.536
ASHGA5P006045	-1.115	2.846
ASHGA5P006046	-0.614	2.302
ASHGA5P006048	0.715	3.063
ASHGA5P006049	-3.432	6.501
ASHGA5P006050	-0.736	1.689
ASHGA5P006051	0.759	3.191
ASHGA5P006055	-3.027	6.392
ASHGA5P006057	0.781	3.76
ASHGA5P006058	-3.551	6.967
ASHGA5P006059	0.84	3.615
ASHGA5P006060	-0.27	1.528
ASHGA5P006062	-1.512	3.229
ASHGA5P006063	0.783	2.689
ASHGA5P006065	1.087	2.434
ASHGA5P006068	0.618	3.331
ASHGA5P006070	-3.944	5.939
ASHGA5P006073	0.631	2.709
ASHGA5P006074	-1.698	4.861
ASHGA5P006075	-2.303	6.183
ASHGA5P006078	-4.996	4.068
ASHGA5P006079	-1.77	4.921
ASHGA5P006080	-0.631	1.727
ASHGA5P006082	0.436	2.256
ASHGA5P006086	-0.93	3.088
ASHGA5P006087	-3.717	5.428
ASHGA5P006089	-2.758	6.682
ASHGA5P006091	1.425	3.902
ASHGA5P006092	0.553	2.025
ASHGA5P006093	-1.723	3.55
ASHGA5P006095	-2.078	5.902
ASHGA5P006096	-1.996	2.52
ASHGA5P006097	-3.434	2.614
ASHGA5P006099	-2.094	5.645
ASHGA5P006100	0.42	2.283
ASHGA5P006101	0.544	2.84
ASHGA5P006102	-2.734	5.761
ASHGA5P006103	-2.603	5.799
ASHGA5P006104	2.865	5.553
ASHGA5P006107	-1.908	4.677
ASHGA5P006108	-1.714	4.428
ASHGA5P006109	-1.078	4.278
ASHGA5P006110	1.041	3.87
ASHGA5P006111	-1.725	5.572
ASHGA5P006112	-2.271	5.771
ASHGA5P006113	1.215	3.773
ASHGA5P006114	-0.918	2.02
ASHGA5P006115	1.121	2.223
ASHGA5P006116	-1.053	4.202
ASHGA5P006117	-1.331	2.903
ASHGA5P006118	-0.814	1.533
ASHGA5P006119	0.631	3.374
ASHGA5P006120	-4.114	6.218
ASHGA5P006121	-3.489	7.189
ASHGA5P006123	0.529	2.954
ASHGA5P006124	1.07	2.996
ASHGA5P006125	-1.798	2.676
ASHGA5P006129	0.76	2.091
ASHGA5P006130	-0.999	2.573
ASHGA5P006132	-0.547	1.64
ASHGA5P006135	-2.769	6.313
ASHGA5P006138	-2.178	2.69
ASHGA5P006139	0.722	3.117
ASHGA5P006140	-1.024	3.274
ASHGA5P006141	1.124	4.434
ASHGA5P006142	-1.895	5.917
ASHGA5P006143	0.446	1.871
ASHGA5P006144	0.563	1.918
ASHGA5P006146	1.486	2.539
ASHGA5P006149	0.815	3.221
ASHGA5P006150	1.048	3.879
ASHGA5P006151	-1.535	4.789
ASHGA5P006154	3.215	7.09
ASHGA5P006155	-2.656	6.224
ASHGA5P006156	-3.424	4.006
ASHGA5P006158	1.006	1.926
ASHGA5P006160	2.421	1.831
ASHGA5P006161	0.926	3.81
ASHGA5P006163	1.456	5.041
ASHGA5P006164	-3.635	6.825
ASHGA5P006165	-1.016	2.978
ASHGA5P006166	-0.537	1.566
ASHGA5P006167	0.3	1.768
ASHGA5P006168	0.797	2.494
ASHGA5P006169	1.255	4.096
ASHGA5P006170	-2.295	5.633
ASHGA5P006171	-2.888	6.004
ASHGA5P006173	-1.88	3.053
ASHGA5P006175	-3.099	2.749
ASHGA5P006178	-1.113	4.329
ASHGA5P006179	0.996	2.131
ASHGA5P006181	-3.096	6.429
ASHGA5P006183	1.45	5.094
ASHGA5P006186	-0.294	1.73
ASHGA5P006187	-1.25	1.797
ASHGA5P006189	-1.601	3.069
ASHGA5P006190	-2.586	2.846
ASHGA5P006191	1.049	3.682
ASHGA5P006192	0.406	1.645
ASHGA5P006193	-2.366	3.722
ASHGA5P006194	1.493	5.432
ASHGA5P006195	-0.808	3.564
ASHGA5P006197	0.781	3.019
ASHGA5P006198	1.013	3.237
ASHGA5P006199	1.254	3.126
ASHGA5P006200	-0.786	1.945
ASHGA5P006203	0.852	2.707
ASHGA5P006205	1.393	4.757
ASHGA5P006206	0.783	3.833
ASHGA5P006207	1.228	4.171
ASHGA5P006208	-4.069	3.794
ASHGA5P006210	1.392	3.932
ASHGA5P006211	-1.343	4.362
ASHGA5P006212	1.591	4.59
ASHGA5P006214	0.973	3.693
ASHGA5P006215	1.381	5.281
ASHGA5P006216	-4.599	6.309
ASHGA5P006217	-0.422	2.026
ASHGA5P006218	-0.665	2.73
ASHGA5P006219	-3.431	5.217
ASHGA5P006220	3.177	5.106
ASHGA5P006221	0.756	2.525
ASHGA5P006222	1.104	4.006
ASHGA5P006223	-0.885	2.101
ASHGA5P006224	-2.203	6.155
ASHGA5P006225	1.802	5.779
ASHGA5P006226	-2.727	5.912
ASHGA5P006227	-1.549	5.347
ASHGA5P006228	-3.107	2.895
ASHGA5P006229	-1.628	4.785
ASHGA5P006230	0.901	3.588
ASHGA5P006231	-1.674	4.889
ASHGA5P006232	0.721	3.211
ASHGA5P006234	0.37	1.756
ASHGA5P006235	1.236	4.52
ASHGA5P006236	-0.703	3.647
ASHGA5P006237	-1.457	4.208
ASHGA5P006238	-1.054	1.919
ASHGA5P006239	0.545	2.101
ASHGA5P006240	-0.81	2.758
ASHGA5P006242	1.475	2.794
ASHGA5P006243	0.38	1.61
ASHGA5P006245	1.07	3.323
ASHGA5P006246	2.08	6.092
ASHGA5P006247	2.349	4.498
ASHGA5P006248	0.888	2.916
ASHGA5P006249	-2.311	4.769
ASHGA5P006250	-2.859	5.14
ASHGA5P006251	1.074	3.515
ASHGA5P006253	-3.104	6.167
ASHGA5P006254	-1.627	5.212
ASHGA5P006256	-0.71	2.537
ASHGA5P006258	1.185	2.13
ASHGA5P006259	-0.383	1.644
ASHGA5P006261	-5.951	6.31
ASHGA5P006263	-1.048	2.98
ASHGA5P006266	1.389	4.65
ASHGA5P006267	0.993	2.397
ASHGA5P006269	1.256	4.911
ASHGA5P006270	-0.591	3.166
ASHGA5P006271	-0.515	2.463
ASHGA5P006272	0.334	1.563
ASHGA5P006273	-6.126	7.022
ASHGA5P006275	-1.48	4.359
ASHGA5P006276	-1.764	5.344
ASHGA5P006279	-0.825	2.087
ASHGA5P006280	-2.607	2.981
ASHGA5P006281	-2.227	4.555
ASHGA5P006282	-3.696	2.316
ASHGA5P006283	-4.94	8.427
ASHGA5P006284	-4.617	7.898
ASHGA5P006285	1.975	4.838
ASHGA5P006286	-1.514	4.997
ASHGA5P006287	-1.619	2.347
ASHGA5P006289	-0.873	3.491
ASHGA5P006290	1.027	3.164
ASHGA5P006294	-2.372	5.451
ASHGA5P006297	-3.185	5.28
ASHGA5P006298	3.831	6.465
ASHGA5P006301	-1.99	3.511
ASHGA5P006302	0.558	1.732
ASHGA5P006303	1.924	5.348
ASHGA5P006305	1.319	3.712
ASHGA5P006306	0.856	4.098
ASHGA5P006307	1.204	4.803
ASHGA5P006308	1.328	4.875
ASHGA5P006310	-1.827	5.535
ASHGA5P006311	1.036	2.196
ASHGA5P006312	-2.502	6.36
ASHGA5P006313	2.354	6.42
ASHGA5P006314	1.224	3.759
ASHGA5P006316	0.547	1.96
ASHGA5P006318	-2.196	4.058
ASHGA5P006319	1.016	3.825
ASHGA5P006320	1.555	2.509
ASHGA5P006321	2.371	4.535
ASHGA5P006322	-0.352	1.859
ASHGA5P006325	-2.289	5.616
ASHGA5P006327	-1.542	3.536
ASHGA5P006329	-1.165	2.469
ASHGA5P006331	1.114	4.506
ASHGA5P006332	-4.923	6.667
ASHGA5P006333	0.739	2.621
ASHGA5P006335	-2.202	5.328
ASHGA5P006336	0.628	2.146
ASHGA5P006337	0.922	3.849
ASHGA5P006339	-1.798	5.07
ASHGA5P006340	-1.261	3.86
ASHGA5P006342	-2.071	2.992
ASHGA5P006343	-1.59	4.392
ASHGA5P006344	-0.677	3.232
ASHGA5P006345	0.654	2.032
ASHGA5P006346	4.904	8.27
ASHGA5P006347	0.995	1.525
ASHGA5P006350	-1.856	1.547
ASHGA5P006351	1.525	5.179
ASHGA5P006352	1.588	4.947
ASHGA5P006353	-0.371	1.592
ASHGA5P006354	0.705	3.056
ASHGA5P006357	-2.118	6.353
ASHGA5P006358	1.034	4.249
ASHGA5P006359	-1.856	5.001
ASHGA5P006360	-4.599	6.354
ASHGA5P006361	0.761	2.689
ASHGA5P006362	-1.465	5.32
ASHGA5P006364	-0.985	3.084
ASHGA5P006365	-0.361	1.517
ASHGA5P006366	1.414	3.016
ASHGA5P006367	-0.826	2.377
ASHGA5P006368	-2.459	6.554
ASHGA5P006369	-4.261	2.496
ASHGA5P006371	1.144	3.633
ASHGA5P006372	1.313	3.894
ASHGA5P006373	3.017	6.417
ASHGA5P006374	-1.445	4.821
ASHGA5P006375	-3.546	4.089
ASHGA5P006376	6.039	8.619
ASHGA5P006377	-1.323	3.77
ASHGA5P006378	-4.21	7.539
ASHGA5P006379	-1.64	3.319
ASHGA5P006381	0.916	3.518
ASHGA5P006382	-2.157	4.476
ASHGA5P006384	0.662	2.846
ASHGA5P006386	-2.032	3.43
ASHGA5P006388	0.838	3.321
ASHGA5P006389	-2.696	4.739
ASHGA5P006390	0.675	2.524
ASHGA5P006391	1.294	4.819
ASHGA5P006392	2.201	4.511
ASHGA5P006393	1.615	4.636
ASHGA5P006394	1.124	2.324
ASHGA5P006396	1.459	4.317
ASHGA5P006397	-2.973	5.946
ASHGA5P006399	-1.726	2.605
ASHGA5P006401	-3.642	3.596
ASHGA5P006402	-0.97	3.453
ASHGA5P006403	0.73	2.289
ASHGA5P006404	1.001	3.9
ASHGA5P006405	0.61	2.429
ASHGA5P006406	1.485	1.633
ASHGA5P006407	1.612	5.112
ASHGA5P006408	0.898	3.371
ASHGA5P006409	0.769	3.608
ASHGA5P006410	-1.122	4.417
ASHGA5P006411	-3.508	3.147
ASHGA5P006412	-0.742	3.513
ASHGA5P006413	1.665	5.439
ASHGA5P006415	0.565	2.164
ASHGA5P006416	1.066	2.85
ASHGA5P006417	1.546	2.731
ASHGA5P006419	1.14	4.018
ASHGA5P006420	1.561	3.306
ASHGA5P006421	-1.551	3.742
ASHGA5P006422	1.009	2.332
ASHGA5P006423	1.206	2.623
ASHGA5P006424	-1.856	4.765
ASHGA5P006425	0.547	2.503
ASHGA5P006426	1.005	2.035
ASHGA5P006427	-0.451	1.891
ASHGA5P006428	0.846	3.761
ASHGA5P006429	1.22	4.582
ASHGA5P006431	-1.954	5.497
ASHGA5P006432	-1.479	3.948
ASHGA5P006433	0.578	2.007
ASHGA5P006434	1.287	1.551
ASHGA5P006435	-2.18	5.715
ASHGA5P006437	1.138	2.22
ASHGA5P006438	-3.821	6.275
ASHGA5P006439	-0.428	2.391
ASHGA5P006441	-1.686	4.924
ASHGA5P006442	1.598	3.09
ASHGA5P006444	0.561	2.907
ASHGA5P006445	-1.189	4.385
ASHGA5P006446	0.591	1.517
ASHGA5P006447	-3.287	5.485
ASHGA5P006448	-2.365	5.192
ASHGA5P006449	-3.482	6.241
ASHGA5P006450	0.625	1.984
ASHGA5P006451	-1.27	4.064
ASHGA5P006452	1.854	2.066
ASHGA5P006454	-1.626	3.119
ASHGA5P006455	0.996	2.85
ASHGA5P006457	1.112	4.552
ASHGA5P006460	-1.706	5.711
ASHGA5P006462	1.809	5.552
ASHGA5P006463	-3.031	2.522
ASHGA5P006464	-1.539	3.483
ASHGA5P006465	-2.21	4.423
ASHGA5P006466	2.264	5.474
ASHGA5P006468	2.19	4.692
ASHGA5P006470	1.142	3.167
ASHGA5P006472	-1.546	5.304
ASHGA5P006474	0.483	1.642
ASHGA5P006476	-1.37	3.992
ASHGA5P006478	-0.382	2.285
ASHGA5P006479	-3.248	5.503
ASHGA5P006480	-0.947	3.479
ASHGA5P006481	-1.822	5.199
ASHGA5P006482	1.008	1.65
ASHGA5P006483	0.628	3.341
ASHGA5P006485	-0.978	2.045
ASHGA5P006487	1.86	3.338
ASHGA5P006489	1.147	1.788
ASHGA5P006491	-0.438	2.098
ASHGA5P006493	-2.448	6.084
ASHGA5P006494	-0.63	3.026
ASHGA5P006496	0.85	1.967
ASHGA5P006498	1.464	4.579
ASHGA5P006499	1.125	1.736
ASHGA5P006501	-1.427	5.053
ASHGA5P006504	-0.48	1.744
ASHGA5P006505	0.682	2.349
ASHGA5P006506	0.956	3.186
ASHGA5P006507	-3.571	7.552
ASHGA5P006510	-0.948	3.934
ASHGA5P006511	-1.892	3.864
ASHGA5P006513	0.905	3.455
ASHGA5P006514	-3.718	4.373
ASHGA5P006516	1.979	5.746
ASHGA5P006517	-1.213	4.238
ASHGA5P006518	-1.053	2.998
ASHGA5P006521	1.145	2.702
ASHGA5P006522	1.267	4.518
ASHGA5P006524	-0.341	1.689
ASHGA5P006525	-2.648	4.981
ASHGA5P006526	0.789	3.685
ASHGA5P006527	-2.306	3.398
ASHGA5P006528	0.539	2.697
ASHGA5P006529	-1.107	3.114
ASHGA5P006537	-3.88	7.803
ASHGA5P006540	0.801	3.247
ASHGA5P006541	0.486	2.543
ASHGA5P006544	0.889	1.802
ASHGA5P006545	-0.688	1.72
ASHGA5P006546	-3.725	6.102
ASHGA5P006548	-4.414	5.124
ASHGA5P006549	-2.319	2.178
ASHGA5P006550	-0.951	3.529
ASHGA5P006552	-2.079	5.583
ASHGA5P006554	-2.839	1.999
ASHGA5P006556	2.072	5.322
ASHGA5P006557	2.527	6.539
ASHGA5P006558	0.386	1.856
ASHGA5P006559	-0.757	2.596
ASHGA5P006561	0.38	1.693
ASHGA5P006562	-2.553	2.547
ASHGA5P006564	-1.944	4.951
ASHGA5P006565	0.703	3.111
ASHGA5P006566	0.569	1.532
ASHGA5P006568	1.323	3.835
ASHGA5P006569	-0.693	3.144
ASHGA5P006572	-3.512	7.637
ASHGA5P006573	1.195	3.713
ASHGA5P006574	0.911	2.795
ASHGA5P006576	-1.097	2.8
ASHGA5P006577	-2.888	6.814
ASHGA5P006579	1.174	1.984
ASHGA5P006581	-0.638	2.049
ASHGA5P006582	-1.906	4.098
ASHGA5P006583	1.039	3.552
ASHGA5P006584	-1.938	5.229
ASHGA5P006585	0.518	2.115
ASHGA5P006586	-0.872	3.565
ASHGA5P006587	-0.823	3.829
ASHGA5P006588	-2.429	6.408
ASHGA5P006590	-0.801	3.152
ASHGA5P006594	-0.444	2.077
ASHGA5P006595	-3.491	6.591
ASHGA5P006598	-2.97	3.883
ASHGA5P006599	-0.622	3.222
ASHGA5P006600	-1.285	3.17
ASHGA5P006601	-1.77	3.677
ASHGA5P006602	-2.233	6.139
ASHGA5P006604	-0.499	1.643
ASHGA5P006605	-2.42	2.906
ASHGA5P006606	1.489	5.494
ASHGA5P006608	-1.699	4.679
ASHGA5P006610	1.322	2.078
ASHGA5P006611	-2.381	6.402
ASHGA5P006613	1.577	5.424
ASHGA5P006614	-2.459	5.994
ASHGA5P006617	-3.32	6.633
ASHGA5P006618	-1.826	5.214
ASHGA5P006619	-1.062	3.25
ASHGA5P006621	0.739	1.817
ASHGA5P006622	-1.763	4.055
ASHGA5P006623	-4.983	6.802
ASHGA5P006624	2.28	5.07
ASHGA5P006626	-1.912	5.54
ASHGA5P006627	1.229	2.379
ASHGA5P006628	-2.016	5.862
ASHGA5P006629	-1.385	5.211
ASHGA5P006630	1.412	4.895
ASHGA5P006631	-2.852	6.122
ASHGA5P006632	-1.439	4.855
ASHGA5P006633	0.38	1.575
ASHGA5P006634	1.306	3.338
