ID	log2(fold change)	-log10(Pvalue)
ASHGA5P025509	3.005	5.161
ASHGA5P025510	1.68	4.673
ASHGA5P025511	3.316	6.828
ASHGA5P025512	2.016	4.958
ASHGA5P025513	2.2	3.68
ASHGA5P025514	2.492	4.555
ASHGA5P025515	2.498	5.142
ASHGA5P025516	1.616	2.912
ASHGA5P025517	1.745	5.148
ASHGA5P025519	0.658	1.861
ASHGA5P025522	1.124	2.309
ASHGA5P025523	3.77	6.072
ASHGA5P025524	1.864	5.107
ASHGA5P025525	3.944	6.767
ASHGA5P025526	2.594	4.489
ASHGA5P025527	2.755	4.346
ASHGA5P025528	3.198	6.088
ASHGA5P025529	3.759	5.751
ASHGA5P025531	2.767	4.42
ASHGA5P025532	1.367	2.029
ASHGA5P025533	2.374	4.949
ASHGA5P025534	3.653	5.007
ASHGA5P025535	2.392	5.366
ASHGA5P025536	3.292	4.891
ASHGA5P025538	4.125	7.419
ASHGA5P025540	3.168	5.942
ASHGA5P025541	2.557	4.323
ASHGA5P025542	2.849	5.846
ASHGA5P025543	3.465	6.24
ASHGA5P025544	4.156	7.246
ASHGA5P025545	0.66	2.907
ASHGA5P025546	1.437	3.119
ASHGA5P025547	1.644	4.23
ASHGA5P025548	0.803	2.149
ASHGA5P025549	2.331	5.956
ASHGA5P025550	2.87	6.835
ASHGA5P025551	2.411	6.59
ASHGA5P025552	2.887	6.354
ASHGA5P025553	2.353	5.771
ASHGA5P025554	2.458	5.859
ASHGA5P025555	2.257	5.928
ASHGA5P025556	1.832	5.612
ASHGA5P025557	1.78	3.954
ASHGA5P025558	2.819	4.155
ASHGA5P025559	1.915	2.669
ASHGA5P025560	3.509	3.51
ASHGA5P025561	1.797	3.055
ASHGA5P025562	3.047	5.213
ASHGA5P025563	3.66	5.158
ASHGA5P025564	2.735	4.521
ASHGA5P025565	1.049	2.202
ASHGA5P025566	3.118	6.309
ASHGA5P025567	3.629	7.007
ASHGA5P025568	3.938	5.235
ASHGA5P025569	3.491	5.554
ASHGA5P025571	-1.178	3.314
ASHGA5P025572	0.837	2.925
ASHGA5P025573	3.134	4.406
ASHGA5P025576	1.558	5.25
ASHGA5P025577	-2.271	4.959
ASHGA5P025578	1.832	4.124
ASHGA5P025579	-1.674	3.002
ASHGA5P025580	0.445	1.588
ASHGA5P025581	3.591	7.596
ASHGA5P025582	3.331	7.244
ASHGA5P025583	1.735	3.443
ASHGA5P025584	-1.173	4.659
ASHGA5P025585	2.185	3.483
ASHGA5P025586	3.545	7.178
ASHGA5P025587	1.644	4.725
ASHGA5P025588	0.516	2.081
ASHGA5P025589	1.118	4.101
ASHGA5P025590	-1.566	4.141
ASHGA5P025592	2.187	3.925
ASHGA5P025593	-1.178	4.458
ASHGA5P025594	-1.498	5.097
ASHGA5P025595	1.081	2.789
ASHGA5P025596	1.232	4.141
ASHGA5P025597	1.282	4.93
ASHGA5P025598	3.41	7.303
ASHGA5P025599	-2.459	4.656
ASHGA5P025601	2.039	4.657
ASHGA5P025604	1.639	5.5
ASHGA5P025605	0.823	3.499
ASHGA5P025607	-0.477	2.117
ASHGA5P025608	1.627	4.204
ASHGA5P025609	-5.228	8.165
ASHGA5P025610	-2.456	6.304
ASHGA5P025611	3.593	7.085
ASHGA5P025612	1.74	5.214
ASHGA5P025613	-1.53	1.571
ASHGA5P025614	1.522	4.955
ASHGA5P025616	1.548	4.011
ASHGA5P025618	3.899	7.234
ASHGA5P025619	-2.521	6.442
ASHGA5P025620	1.891	5.511
ASHGA5P025621	-0.606	2.738
ASHGA5P025622	-1.986	6.15
ASHGA5P025623	0.66	2.65
ASHGA5P025625	0.953	3.234
ASHGA5P025627	-0.52	2.551
ASHGA5P025631	1.278	3.052
ASHGA5P025632	-0.749	2.127
ASHGA5P025634	-0.489	1.762
ASHGA5P025635	2.745	6.32
ASHGA5P025636	1.154	3.611
ASHGA5P025637	-1.655	5.155
ASHGA5P025638	-0.379	1.595
ASHGA5P025639	-3.161	4.513
ASHGA5P025641	-1.136	3.055
ASHGA5P025644	1.483	4.939
ASHGA5P025645	1.032	2.321
ASHGA5P025646	-1.978	6.106
ASHGA5P025647	-2.5	6.565
ASHGA5P025648	-2.469	5.983
ASHGA5P025649	-1.647	2.195
ASHGA5P025650	-2.578	5.685
ASHGA5P025651	-2.54	6.422
ASHGA5P025652	-2.388	5.942
ASHGA5P025653	0.917	2.426
ASHGA5P025654	-2.498	6.013
ASHGA5P025655	-2.7	6.54
ASHGA5P025656	1.779	4.521
ASHGA5P025657	2.068	1.547
ASHGA5P025658	-1.661	2.222
ASHGA5P025659	2.251	4.143
ASHGA5P025660	1.489	3.957
ASHGA5P025662	1.576	5.325
ASHGA5P025664	1.036	3.273
ASHGA5P025665	-1.613	2.998
ASHGA5P025666	2.086	4.838
ASHGA5P025667	1.083	1.836
ASHGA5P025668	0.768	2.427
ASHGA5P025669	1.354	4.042
ASHGA5P025670	-2.865	6.215
ASHGA5P025672	1.706	4.708
ASHGA5P025673	-4.298	3.774
ASHGA5P025674	-3.196	6.902
ASHGA5P025675	0.936	2.584
ASHGA5P025677	-1.223	2.942
ASHGA5P025678	-2.599	6.364
ASHGA5P025679	-0.394	1.607
ASHGA5P025681	1.177	2.472
ASHGA5P025683	0.771	2.741
ASHGA5P025685	-2.929	5.265
ASHGA5P025688	3.654	6.394
ASHGA5P025689	2.539	6.348
ASHGA5P025690	3.573	7.548
ASHGA5P025691	3.691	7.017
ASHGA5P025692	0.829	1.981
ASHGA5P025694	3.15	5.699
ASHGA5P025695	2.372	4.772
ASHGA5P025697	-1.771	3.503
ASHGA5P025698	1.232	2.104
ASHGA5P025699	0.969	3.392
ASHGA5P025700	0.484	1.906
ASHGA5P025703	0.635	3.094
ASHGA5P025704	-0.508	2.085
ASHGA5P025705	-2.746	5.944
ASHGA5P025707	1.36	2.397
ASHGA5P025709	-1.3	4.723
ASHGA5P025710	-0.993	2.226
ASHGA5P025711	-1.284	2.591
ASHGA5P025712	0.873	3.403
ASHGA5P025713	-1.562	2.342
ASHGA5P025715	-4.512	2.866
ASHGA5P025717	-2.551	5.289
ASHGA5P025718	-4.049	2.989
ASHGA5P025719	-0.691	1.848
ASHGA5P025721	1.195	4.368
ASHGA5P025722	0.63	2.974
ASHGA5P025723	-0.777	3.538
ASHGA5P025724	1.081	3.422
ASHGA5P025725	1.015	2.916
ASHGA5P025727	-0.918	3.623
ASHGA5P025731	-2.161	4.082
ASHGA5P025733	0.906	2.606
ASHGA5P025734	3.796	5.845
ASHGA5P025735	2.321	6.489
ASHGA5P025736	-0.703	2.835
ASHGA5P025737	-1.549	5.467
ASHGA5P025738	-1.587	4.765
ASHGA5P025739	-2.568	5.492
ASHGA5P025740	1.826	5.662
ASHGA5P025741	-2.557	2.044
ASHGA5P025742	0.87	3.326
ASHGA5P025743	-1.446	5.067
ASHGA5P025744	-1.101	3.992
ASHGA5P025745	-1.101	4.411
ASHGA5P025746	0.497	2.016
ASHGA5P025747	-1.183	4.672
ASHGA5P025748	-1.514	3.9
ASHGA5P025750	1.335	3.923
ASHGA5P025752	-0.685	1.938
ASHGA5P025756	-2.218	5.758
ASHGA5P025757	-5.659	6.964
ASHGA5P025758	-0.545	2.068
ASHGA5P025759	-3.078	6.58
ASHGA5P025761	-1.573	1.806
ASHGA5P025763	1.606	2.114
ASHGA5P025764	0.789	3.224
ASHGA5P025765	3.437	7.393
ASHGA5P025766	2.647	5.959
ASHGA5P025767	-1.082	2.197
ASHGA5P025769	0.934	4.231
ASHGA5P025773	1.091	4.288
ASHGA5P025774	0.699	2.607
ASHGA5P025777	1.882	4.284
ASHGA5P025780	2.508	6.175
ASHGA5P025782	2.638	5.041
ASHGA5P025783	-2.457	5.475
ASHGA5P025785	0.365	1.88
ASHGA5P025786	1.967	4.757
ASHGA5P025788	-1.171	4.319
ASHGA5P025789	-1.796	4.882
ASHGA5P025790	-0.875	3.082
ASHGA5P025792	2.852	4.129
ASHGA5P025794	0.397	1.9
ASHGA5P025796	0.823	3.481
ASHGA5P025797	0.635	2.884
ASHGA5P025798	-2.11	5.034
ASHGA5P025800	-1.317	4.286
ASHGA5P025801	1.174	2.2
ASHGA5P025802	2.253	4.491
ASHGA5P025803	-0.641	2.894
ASHGA5P025805	2.072	3.482
ASHGA5P025806	2.507	4.349
ASHGA5P025807	3.249	5.023
ASHGA5P025808	2.016	5.242
ASHGA5P025809	1.765	1.885
ASHGA5P025810	3.299	6.136
ASHGA5P025811	2.145	3.213
ASHGA5P025812	-1.056	1.583
ASHGA5P025816	-0.78	2.115
ASHGA5P025818	0.48	1.988
ASHGA5P025821	1.345	2.022
ASHGA5P025823	-0.465	2.01
ASHGA5P025824	2.702	6.749
ASHGA5P025829	1.866	4.29
ASHGA5P025831	0.575	2.464
ASHGA5P025832	0.842	3.599
ASHGA5P025833	-1.738	3.745
ASHGA5P025835	0.762	2.706
ASHGA5P025836	0.687	2.135
ASHGA5P025837	1.339	1.924
ASHGA5P025839	-2.241	4.728
ASHGA5P025840	-0.759	2.637
ASHGA5P025841	0.84	3.981
ASHGA5P025843	1.413	4.255
ASHGA5P025845	-3.527	5.665
ASHGA5P025847	-1.118	1.594
ASHGA5P025848	0.838	2.729
ASHGA5P025852	1.169	3.226
ASHGA5P025853	1.01	3.026
ASHGA5P025856	0.734	2.459
ASHGA5P025857	1.875	5.405
ASHGA5P025858	1.043	1.594
ASHGA5P025859	1.222	4.058
ASHGA5P025860	-2.002	3.526
ASHGA5P025862	1.38	2.861
ASHGA5P025863	0.573	2.606
ASHGA5P025866	0.651	2.872
ASHGA5P025868	-0.616	2.996
ASHGA5P025869	-0.99	2.916
ASHGA5P025870	1.197	4.296
ASHGA5P025871	1.734	5.375
ASHGA5P025872	-1.472	1.864
ASHGA5P025873	-2.15	2.615
ASHGA5P025874	0.925	3.991
ASHGA5P025875	1.472	3.122
ASHGA5P025876	1.636	3.872
ASHGA5P025879	-4.523	3.457
ASHGA5P025880	-4.253	7.379
ASHGA5P025882	0.643	2.814
ASHGA5P025884	1.17	2.431
ASHGA5P025885	1.287	2.054
ASHGA5P025886	1.556	4.941
ASHGA5P025887	-3.179	2.394
ASHGA5P025888	-2.647	5.212
ASHGA5P025890	-0.788	2.148
ASHGA5P025891	3.492	5.479
ASHGA5P025893	-0.444	1.833
ASHGA5P025894	1.519	4.66
ASHGA5P025895	-0.768	3.193
ASHGA5P025897	0.788	3.38
ASHGA5P025901	1.615	4.951
ASHGA5P025905	1.287	2.677
ASHGA5P025907	-2.044	5.503
ASHGA5P025908	-0.391	2.187
ASHGA5P025910	-5.091	3.479
ASHGA5P025913	0.995	2.433
ASHGA5P025917	-0.895	3.726
ASHGA5P025919	1.192	2.045
ASHGA5P025920	1.623	5.628
ASHGA5P025924	1.027	2.217
ASHGA5P025926	-0.913	3.837
ASHGA5P025928	1.632	5.021
ASHGA5P025933	1.093	3.96
ASHGA5P025934	-1.157	2.3
ASHGA5P025936	2.398	5.229
ASHGA5P025940	3.486	6.057
ASHGA5P025941	1.421	1.834
ASHGA5P025942	0.536	2.134
ASHGA5P025943	1.02	2.371
ASHGA5P025944	1.446	4.509
ASHGA5P025946	-1.672	5.236
ASHGA5P025947	1.539	5.171
ASHGA5P025948	-1.289	2.468
ASHGA5P025949	1.086	3.373
ASHGA5P025952	-3.049	6.438
ASHGA5P025953	2.389	1.526
ASHGA5P025954	0.573	2.101
ASHGA5P025955	-0.797	1.629
ASHGA5P025957	0.553	3.103
ASHGA5P025958	1.042	4.033
ASHGA5P025962	-0.524	2.615
ASHGA5P025963	1.378	1.997
ASHGA5P025964	-4.21	2.657
ASHGA5P025965	0.742	3.388
ASHGA5P025968	-0.991	1.962
ASHGA5P025972	1.658	3.433
ASHGA5P025975	1.307	2.064
ASHGA5P025977	1.411	2.085
ASHGA5P025979	0.722	2.373
ASHGA5P025980	0.825	3.397
ASHGA5P025982	-0.6	2.118
ASHGA5P025984	1.485	4.796
ASHGA5P025985	-0.806	2.152
ASHGA5P025986	-1.859	3.563
ASHGA5P025987	0.37	2.153
ASHGA5P025988	-2.248	5.774
ASHGA5P025989	0.355	2.004
ASHGA5P025990	-2.017	5.923
ASHGA5P025991	0.733	1.853
ASHGA5P025994	-0.755	2.757
ASHGA5P025995	-3.892	5.263
ASHGA5P025997	0.82	2.399
ASHGA5P025998	-1.941	4.496
ASHGA5P026000	-1.077	3.481
ASHGA5P026001	-1.22	1.858
ASHGA5P026002	-1.928	3.6
ASHGA5P026003	-1.022	4.2
ASHGA5P026004	1.037	2.604
ASHGA5P026006	-1.351	4.264
ASHGA5P026007	-2.211	5.228
ASHGA5P026011	1.258	2.221
ASHGA5P026012	0.461	2.19
ASHGA5P026013	3.035	7.118
ASHGA5P026014	-1.649	4.099
ASHGA5P026015	1.172	3.78
ASHGA5P026016	-0.761	1.755
ASHGA5P026017	-0.637	3.275
ASHGA5P026018	-1.079	1.907
ASHGA5P026019	0.911	3.23
ASHGA5P026020	0.65	2.831
ASHGA5P026023	-1.838	3.918
ASHGA5P026024	0.45	1.873
ASHGA5P026025	0.929	3.282
ASHGA5P026027	-0.832	3.01
ASHGA5P026028	-1.2	3.416
ASHGA5P026029	1.028	2.548
ASHGA5P026030	-0.593	1.866
ASHGA5P026033	-1.174	3.144
ASHGA5P026034	-1.513	3.284
ASHGA5P026035	2.379	4.893
ASHGA5P026037	0.773	2.433
ASHGA5P026041	-2.215	2.013
ASHGA5P026043	2.037	4.523
ASHGA5P026044	1.04	2.999
ASHGA5P026047	-1.041	2.417
ASHGA5P026049	-2.24	4.493
ASHGA5P026050	1.105	1.768
ASHGA5P026052	0.4	2.365
ASHGA5P026055	1.413	4.668
ASHGA5P026057	-3.069	5.717
ASHGA5P026060	-0.668	2.068
ASHGA5P026061	1.369	1.997
ASHGA5P026063	-0.979	2.19
ASHGA5P026064	-1.546	4.01
ASHGA5P026066	-1.173	2.845
ASHGA5P026070	0.546	2.714
ASHGA5P026071	0.802	2.909
ASHGA5P026072	1.064	4.439
ASHGA5P026073	1.602	2.064
ASHGA5P026074	0.333	1.51
ASHGA5P026075	1.873	3.727
ASHGA5P026076	0.645	1.967
ASHGA5P026080	0.524	2.776
ASHGA5P026083	-0.381	2.227
ASHGA5P026085	-0.533	1.515
ASHGA5P026089	0.624	2.813
ASHGA5P026091	0.842	3.035
ASHGA5P026094	2.44	5.09
ASHGA5P026095	0.64	2.923
ASHGA5P026097	1.704	3.254
ASHGA5P026098	0.812	1.985
ASHGA5P026099	0.489	2.535
ASHGA5P026100	1.835	4.799
ASHGA5P026101	1.163	1.755
ASHGA5P026104	-1.559	3.763
ASHGA5P026105	1.08	3.45
ASHGA5P026106	0.666	2.601
ASHGA5P026109	1.311	3.249
ASHGA5P026111	1.56	1.671
ASHGA5P026112	1.427	2.817
ASHGA5P026113	0.958	2.433
ASHGA5P026115	-4.104	5.836
ASHGA5P026116	1.332	3.168
ASHGA5P026118	1.402	4.007
ASHGA5P026125	-1.058	2.084
ASHGA5P026128	0.388	1.544
ASHGA5P026129	1.319	3.671
ASHGA5P026130	0.371	1.612
ASHGA5P026131	-0.708	2.193
ASHGA5P026133	0.327	1.654
ASHGA5P026135	0.505	2.626
ASHGA5P026136	-1.678	1.672
ASHGA5P026138	-1.071	3.526
ASHGA5P026140	1.063	4.177
ASHGA5P026141	0.687	2.815
ASHGA5P026142	0.885	2.993
ASHGA5P026143	1.063	4.095
ASHGA5P026144	3.337	6.86
ASHGA5P026145	0.791	2.982
ASHGA5P026147	0.77	2.662
ASHGA5P026149	0.565	2.705
ASHGA5P026153	0.833	3.243
ASHGA5P026155	1.321	2.042
ASHGA5P026156	0.558	3.015
ASHGA5P026159	-1.854	3.754
ASHGA5P026160	0.682	1.747
ASHGA5P026164	3.363	6.683
ASHGA5P026166	1.029	2.46
ASHGA5P026167	1.677	3.688
ASHGA5P026168	0.811	3.448
ASHGA5P026169	0.839	3.596
ASHGA5P026173	1.392	3.024
ASHGA5P026174	1.506	5.045
ASHGA5P026177	0.978	3.519
ASHGA5P026180	0.441	1.959
ASHGA5P026184	0.559	1.655
ASHGA5P026186	2.177	5.179
ASHGA5P026188	0.876	2.552
ASHGA5P026192	-0.82	2.651
ASHGA5P026195	1.265	4.252
ASHGA5P026200	0.774	3.625
ASHGA5P026201	-1.735	3.645
ASHGA5P026202	1.019	3.345
ASHGA5P026204	-3.508	2.833
ASHGA5P026205	1.011	1.532
ASHGA5P026207	0.937	2.39
ASHGA5P026208	3.406	6.222
ASHGA5P026210	2.971	6.281
ASHGA5P026211	-2.39	3.795
ASHGA5P026212	0.452	2.37
ASHGA5P026214	-0.727	2.071
ASHGA5P026217	-1.554	4.949
ASHGA5P026222	-1.341	4.177
ASHGA5P026223	0.475	1.956
ASHGA5P026224	1.236	4.279
ASHGA5P026225	1.67	4.292
ASHGA5P026226	-2.569	6.116
ASHGA5P026227	1.03	2.517
ASHGA5P026228	0.508	2.302
ASHGA5P026231	-1.609	5.054
ASHGA5P026235	1.135	1.939
ASHGA5P026236	0.919	1.897
ASHGA5P026237	2.047	5.825
ASHGA5P026238	-2.132	5.135
ASHGA5P026239	-3.912	4.902
ASHGA5P026240	1.314	4.507
ASHGA5P026242	0.923	2.89
ASHGA5P026243	0.673	2.907
ASHGA5P026245	-4.402	5.301
ASHGA5P026247	1.106	2.053
ASHGA5P026249	0.891	2.378
ASHGA5P026250	1.173	2.155
ASHGA5P026253	-0.476	1.613
ASHGA5P026254	1.264	1.901
ASHGA5P026258	0.709	2.067
ASHGA5P026260	0.71	2.762
ASHGA5P026262	-1.285	3.772
ASHGA5P026264	1.075	3.13
ASHGA5P026266	1.165	2.099
ASHGA5P026268	0.892	2.601
ASHGA5P026272	1.121	4.46
ASHGA5P026273	2.924	6.312
ASHGA5P026274	1.702	5.079
ASHGA5P026275	-1.198	3.047
ASHGA5P026277	1.352	1.965
ASHGA5P026279	-0.82	1.684
ASHGA5P026280	4.942	5.952
ASHGA5P026281	-0.391	2.052
ASHGA5P026282	0.975	2.311
ASHGA5P026285	1.534	4.057
ASHGA5P026286	1.604	4.016
ASHGA5P026287	4.71	7.253
ASHGA5P026289	1.429	4.401
ASHGA5P026290	1.703	3.887
ASHGA5P026294	-1.219	4.861
ASHGA5P026295	-2.314	4.463
ASHGA5P026296	3.119	5.642
ASHGA5P026297	-1.062	2.713
ASHGA5P026299	1.864	4.79
ASHGA5P026301	0.888	4.102
ASHGA5P026302	0.604	1.87
ASHGA5P026306	-1.401	5.32
ASHGA5P026307	-3.826	5.795
ASHGA5P026310	1.015	1.945
ASHGA5P026311	-0.47	1.965
ASHGA5P026312	1.095	3.309
ASHGA5P026313	-2.295	5.4
ASHGA5P026314	-3.141	5.596
ASHGA5P026316	-1.64	2.815
ASHGA5P026317	0.746	3.036
ASHGA5P026318	0.77	2.183
ASHGA5P026319	0.62	1.646
ASHGA5P026321	1.128	3.582
ASHGA5P026324	-2.386	5.549
ASHGA5P026325	-0.773	2.538
ASHGA5P026326	1.792	2.963
ASHGA5P026328	0.847	3.39
ASHGA5P026329	-1.062	2.417
ASHGA5P026331	-0.429	2.148
ASHGA5P026332	-0.537	2.025
ASHGA5P026333	0.872	2.48
ASHGA5P026346	1.224	3.854
ASHGA5P026348	0.685	2.858
ASHGA5P026353	0.715	1.815
ASHGA5P026354	0.485	1.847
ASHGA5P026355	-0.594	1.935
ASHGA5P026356	0.5	2.434
ASHGA5P026357	2.868	3.77
ASHGA5P026359	-7.776	6.524
ASHGA5P026360	0.896	2.23
ASHGA5P026362	1.21	2.249
ASHGA5P026364	-0.621	2.772
ASHGA5P026367	0.425	1.991
ASHGA5P026368	0.891	3.042
ASHGA5P026369	-2.229	3.321
ASHGA5P026370	0.705	1.586
ASHGA5P026374	0.497	1.843
ASHGA5P026375	1.771	2.304
ASHGA5P026376	1.187	2.12
ASHGA5P026378	1.801	3.772
ASHGA5P026379	0.945	2.675
ASHGA5P026380	1.296	4.159
ASHGA5P026381	-1.972	4.717
ASHGA5P026383	1.336	1.758
ASHGA5P026385	0.808	3.384
ASHGA5P026386	0.761	3.153
ASHGA5P026387	1.173	3.679
ASHGA5P026389	1.44	2.015
ASHGA5P026395	0.985	2.445
ASHGA5P026398	1.301	3.264
ASHGA5P026401	-0.443	1.571
ASHGA5P026403	-0.951	2.558
ASHGA5P026405	2.289	4.482
ASHGA5P026406	0.453	1.694
ASHGA5P026409	0.629	1.828
ASHGA5P026410	0.529	1.865
ASHGA5P026413	0.944	2.29
ASHGA5P026419	0.286	1.749
ASHGA5P026421	1.402	4.486
ASHGA5P026422	0.477	1.811
ASHGA5P026423	1.864	3.417
ASHGA5P026424	1.163	2.18
ASHGA5P026428	1.13	2.098
ASHGA5P026431	-0.434	2.497
ASHGA5P026432	-0.912	2.582
ASHGA5P026434	0.703	1.898
ASHGA5P026435	0.487	2.696
ASHGA5P026438	1.195	3.21
ASHGA5P026441	0.71	2.629
ASHGA5P026443	0.336	1.721
ASHGA5P026444	1.529	2.009
ASHGA5P026445	1.173	3.473
ASHGA5P026447	1.461	1.906
ASHGA5P026449	3.982	5.837
ASHGA5P026450	1.205	4.793
ASHGA5P026451	0.832	3.502
ASHGA5P026454	-1.462	2.062
ASHGA5P026455	-1.814	4.437
ASHGA5P026457	0.961	2.938
ASHGA5P026461	0.466	2.295
ASHGA5P026462	-0.875	2.673
ASHGA5P026463	1.678	4.789
ASHGA5P026464	-1.723	3.244
ASHGA5P026466	1.335	4.831
ASHGA5P026468	5.931	7.682
ASHGA5P026469	5.105	8.611
ASHGA5P026470	0.43	1.983
ASHGA5P026471	1.533	4.565
ASHGA5P026472	0.814	2.747
ASHGA5P026474	-4.699	7.166
ASHGA5P026477	0.362	2.117
ASHGA5P026479	0.612	2.325
ASHGA5P026480	2.045	6.266
ASHGA5P026482	0.533	1.974
ASHGA5P026483	1.141	2.966
ASHGA5P026484	-1.501	4.444
ASHGA5P026487	3.61	4.53
ASHGA5P026489	4.51	5.692
ASHGA5P026495	1.281	2.169
ASHGA5P026496	0.607	2.155
ASHGA5P026498	-0.752	1.528
ASHGA5P026500	-2.833	4.552
ASHGA5P026501	-2.945	3.489
ASHGA5P026503	-1.525	5.5
ASHGA5P026504	1.318	4.153
ASHGA5P026506	-0.918	2.207
ASHGA5P026507	1.639	5.336
ASHGA5P026508	1.182	3.763
ASHGA5P026512	-4.946	6.598
ASHGA5P026516	-1.207	4.892
ASHGA5P026519	4.615	6.865
ASHGA5P026520	1.064	2.178
ASHGA5P026523	4.909	7.395
ASHGA5P026525	0.992	2.139
ASHGA5P026526	1.626	5.567
ASHGA5P026527	1.783	4.546
ASHGA5P026528	0.558	2.367
ASHGA5P026530	-2.844	5.826
ASHGA5P026532	2.305	3.302
ASHGA5P026535	0.425	1.794
ASHGA5P026537	1.449	3.811
ASHGA5P026539	0.722	1.626
ASHGA5P026540	0.772	1.92
ASHGA5P026541	0.342	1.929
ASHGA5P026542	-0.482	1.811
ASHGA5P026544	2.107	5.508
ASHGA5P026545	2.478	5.423
ASHGA5P026547	-1.398	4.5
ASHGA5P026548	-1.033	2.188
ASHGA5P026549	1.904	5.389
ASHGA5P026550	2.455	4.722
ASHGA5P026551	2.341	5.722
ASHGA5P026552	-1.953	5.821
ASHGA5P026553	0.84	2.951
ASHGA5P026556	1.311	4.611
ASHGA5P026557	0.737	2.037
ASHGA5P026558	1.175	2.163
ASHGA5P026559	-1.555	3.452
ASHGA5P026560	1.887	3.19
ASHGA5P026562	1.324	3.421
ASHGA5P026565	-0.363	2.044
ASHGA5P026566	4.12	7.861
ASHGA5P026570	0.333	1.955
ASHGA5P026572	-1.678	2.884
ASHGA5P026575	0.706	2.973
ASHGA5P026576	5.167	7.51
ASHGA5P026577	-0.815	3.731
ASHGA5P026578	-1.132	2.814
ASHGA5P026579	2.038	5.125
ASHGA5P026580	0.955	2.229
ASHGA5P026581	-0.722	2.389
ASHGA5P026582	1.667	3.808
ASHGA5P026584	0.61	1.577
ASHGA5P026585	-3.669	6.626
ASHGA5P026586	0.91	3.745
ASHGA5P026587	1.082	3.129
ASHGA5P026589	0.994	2.704
ASHGA5P026591	0.897	2.304
ASHGA5P026592	0.492	2.666
ASHGA5P026593	1.031	2.83
ASHGA5P026594	1.889	4.281
ASHGA5P026595	0.721	3.534
ASHGA5P026597	-2.204	5.518
ASHGA5P026599	1.079	2.794
ASHGA5P026600	1.524	3.5
ASHGA5P026601	-2.887	2.641
ASHGA5P026602	0.573	2.638
ASHGA5P026603	1.508	2.702
ASHGA5P026605	0.935	1.816
ASHGA5P026606	0.522	2.733
ASHGA5P026607	1.884	4.53
ASHGA5P026608	-0.736	1.854
ASHGA5P026609	6.334	9.049
ASHGA5P026610	2.864	6.574
ASHGA5P026612	-2.408	2.603
ASHGA5P026615	1.829	3.521
ASHGA5P026616	3.322	2.58
ASHGA5P026617	-0.902	2.24
ASHGA5P026618	1.089	3.131
ASHGA5P026619	-1.736	3.753
ASHGA5P026620	-0.793	1.991
ASHGA5P026622	2.661	4.261
ASHGA5P026623	0.733	3.617
ASHGA5P026626	-1.502	5.236
ASHGA5P026627	0.487	1.894
ASHGA5P026629	1.349	4.295
ASHGA5P026631	1.665	4.669
ASHGA5P026634	-2.822	3.685
ASHGA5P026635	1.99	4.939
ASHGA5P026638	-4.75	6.576
ASHGA5P026639	0.648	2.076
ASHGA5P026640	0.584	2.152
ASHGA5P026642	0.785	3.707
ASHGA5P026645	1.643	3.495
ASHGA5P026646	1.416	4.105
ASHGA5P026648	0.765	3.431
ASHGA5P026649	-0.763	3.125
ASHGA5P026651	1.264	4.929
ASHGA5P026652	-1.159	1.509
ASHGA5P026654	2.922	4.835
ASHGA5P026657	0.753	2.254
ASHGA5P026658	2.588	4.881
ASHGA5P026659	-2.366	3.532
ASHGA5P026660	-1.398	3.802
ASHGA5P026663	1.472	5.405
ASHGA5P026664	1.609	5.08
ASHGA5P026665	-2.368	2.57
ASHGA5P026666	0.784	1.641
ASHGA5P026669	-0.657	1.991
ASHGA5P026670	1.311	3.941
ASHGA5P026671	0.868	2.224
ASHGA5P026672	1.316	2.118
ASHGA5P026676	0.521	1.997
ASHGA5P026679	2.061	3.478
ASHGA5P026680	0.817	2.289
ASHGA5P026681	-1.308	2.927
ASHGA5P026682	0.681	2.5
ASHGA5P026684	-1.132	4.228
ASHGA5P026685	-1.592	5.488
ASHGA5P026686	0.449	1.856
ASHGA5P026687	0.565	2.486
ASHGA5P026688	2.651	6.644
ASHGA5P026691	0.728	2.125
ASHGA5P026694	-4.739	4.35
ASHGA5P026696	1.289	2.633
ASHGA5P026697	3.142	5.56
ASHGA5P026698	-1.305	1.557
ASHGA5P026700	2.162	6.021
ASHGA5P026703	4.026	7.471
ASHGA5P026704	0.915	2.188
ASHGA5P026708	-0.383	2.099
ASHGA5P026710	1.238	3.751
ASHGA5P026711	1.689	3.729
ASHGA5P026712	2.982	6.926
ASHGA5P026713	0.459	1.576
ASHGA5P026714	-0.507	2.311
ASHGA5P026715	-0.961	4.308
ASHGA5P026718	3.289	4.818
ASHGA5P026720	0.453	1.645
ASHGA5P026721	1.929	4.209
ASHGA5P026722	0.748	1.62
ASHGA5P026723	-1.306	3.72
ASHGA5P026725	1.204	1.795
ASHGA5P026727	-5.469	6.739
ASHGA5P026728	0.841	2.399
ASHGA5P026729	1.851	4.97
ASHGA5P026731	1.014	3.235
ASHGA5P026733	3.647	4.554
ASHGA5P026735	1.104	1.939
ASHGA5P026736	1.449	3.093
ASHGA5P026738	1.75	4.203
ASHGA5P026739	-2.145	6.231
ASHGA5P026740	-1.445	5.379
ASHGA5P026741	0.321	1.738
ASHGA5P026743	1.296	2.126
ASHGA5P026744	0.619	3.261
ASHGA5P026745	1.761	5.046
